split,anomalies,anomalies_sc,agg_value,agg_error,agg_value_sc,agg_error_sc,agg_total_eq,agg_total_eq_sc,seismic_indices_sc,seismic_indices
Val,46,32,6.521739130434782,3.640475457952884,6.25,4.2790824805091106,4,3,"[144, 241]","[144, 241, 324]"
Train,32,10,6.25,4.2790824805091106,10.0,9.486832980505138,2,1,[627],"[132, 627]"
Val,36,23,11.11111111111111,5.237828008789241,8.695652173913043,5.875338475584142,7,2,"[388, 427]","[65, 180, 388, 427]"
Train,31,16,9.67741935483871,5.310031559697429,12.5,8.267972847076846,5,2,"[90, 1128]","[90, 212, 1128]"
Val,9,8,11.11111111111111,10.475656017578482,0.0,11.692679333668567,1,0,[],[413]
Train,32,15,12.5,5.846339666834283,6.666666666666667,6.440611887195306,5,1,[1196],"[441, 1196, 1203, 1499]"
Val,19,8,5.263157894736842,5.122781719918817,12.5,11.692679333668567,1,1,[246],[246]
Train,33,27,12.121212121212121,5.681435554915709,11.11111111111111,6.04812282168686,4,3,"[121, 338, 1404]","[121, 338, 791, 1404]"
Val,13,11,23.076923076923077,11.685454235580767,27.27272727272727,13.428162652290842,4,4,"[55, 399, 428]","[55, 399, 428]"
Train,34,21,17.647058823529413,6.537869767367193,14.285714285714285,7.636035483212125,7,3,"[306, 1060, 1532]","[306, 447, 1060, 1532, 1621, 1622]"
Val,23,20,17.391304347826086,7.903419644751181,20.0,8.944271909999161,6,6,"[43, 200, 353, 464]","[43, 200, 353, 464]"
Train,35,26,8.571428571428571,4.731878121204715,7.6923076923076925,5.225894003744288,4,2,"[678, 1711]","[678, 1239, 1711]"
Val,12,9,33.33333333333333,13.608276348795433,22.22222222222222,13.857990321384966,4,2,"[147, 453]","[75, 77, 147, 453]"
Train,37,31,18.91891891891892,6.4388315181998586,22.58064516129032,7.5095186483532625,10,10,"[933, 1277, 1281, 1306, 1358, 1515, 1668]","[933, 1277, 1281, 1306, 1358, 1515, 1668]"
Val,26,25,15.384615384615385,7.07589393082923,16.0,7.332121111929343,5,5,"[39, 53, 204, 239]","[39, 53, 204, 239]"
Train,37,23,29.72972972972973,7.514159864153768,34.78260869565217,9.931134621220187,17,12,"[246, 746, 802, 807, 829, 886, 1572, 1781]","[246, 335, 746, 802, 807, 829, 886, 987, 1401, 1572, 1781]"
Val,15,13,13.333333333333334,8.777074514725111,15.384615384615385,10.006825162892168,2,2,"[341, 374]","[341, 374]"
Train,39,33,25.64102564102564,6.992010767203376,24.242424242424242,7.460090362383802,14,12,"[399, 403, 428, 480, 637, 790, 1079, 1883]","[399, 403, 428, 480, 637, 790, 1007, 1009, 1079, 1883]"
Val,9,8,11.11111111111111,10.475656017578482,0.0,11.692679333668567,1,0,[],[363]
Train,39,36,20.51282051282051,6.4658991995499004,19.444444444444446,6.596206874432873,10,9,"[43, 353, 642, 1073, 1685, 1860, 1874]","[43, 353, 570, 642, 1073, 1685, 1860, 1874]"
Val,16,15,12.5,8.267972847076846,13.333333333333334,8.777074514725111,6,6,"[115, 154]","[115, 154]"
Train,38,31,31.57894736842105,7.540530520119779,25.806451612903224,7.858983387512676,13,9,"[147, 578, 951, 1155, 1190, 1379, 1616, 1798]","[75, 77, 147, 578, 951, 1155, 1190, 1287, 1379, 1466, 1616, 1798]"
Val,19,14,26.31578947368421,10.102261788814666,21.428571428571427,10.966421051124835,8,6,"[29, 52, 273]","[29, 52, 172, 257, 273]"
Train,38,31,18.421052631578945,6.28860724916703,12.903225806451612,6.021009840370212,7,4,"[53, 70, 239, 817]","[53, 70, 239, 817, 968, 1311, 1657]"
Val,9,9,22.22222222222222,13.857990321384966,22.22222222222222,13.857990321384966,2,2,"[15, 261]","[15, 261]"
Train,37,29,27.027027027027028,7.300948684714835,24.137931034482758,7.946270842617656,16,13,"[341, 624, 641, 823, 1027, 1475, 1734]","[341, 491, 624, 641, 823, 1027, 1475, 1589, 1680, 1734]"
Val,8,6,12.5,11.692679333668567,16.666666666666664,15.214515486254616,1,1,[190],[190]
Train,37,32,24.324324324324326,7.053386532986596,25.0,7.654655446197431,15,14,"[152, 169, 351, 980, 1066, 1074, 1262, 1356]","[152, 169, 351, 980, 1066, 1074, 1117, 1262, 1356]"
Val,14,10,7.142857142857142,6.883029368995939,10.0,9.486832980505138,1,1,[299],[299]
Train,37,29,29.72972972972973,7.514159864153768,27.586206896551722,8.299609211231937,13,10,"[229, 626, 778, 822, 916, 1162, 1587, 1726]","[229, 626, 677, 683, 768, 778, 822, 916, 1162, 1587, 1726]"
Val,16,15,31.25,11.587810136086974,33.33333333333333,12.171612389003691,5,5,"[197, 320, 388, 423, 476]","[197, 320, 388, 423, 476]"
Train,36,32,19.444444444444446,6.596206874432873,18.75,6.899813176818631,9,8,"[115, 267, 311, 405, 651, 1076]","[115, 166, 267, 311, 405, 651, 1076]"
