split,anomalies,anomalies_sc,agg_value,agg_error,agg_value_sc,agg_error_sc,agg_total_eq,agg_total_eq_sc,seismic_indices_sc,seismic_indices
Val,58,39,6.896551724137931,3.327245797772467,7.6923076923076925,4.266924586347916,5,4,"[138, 144, 241]","[138, 144, 241, 324]"
Train,32,9,25.0,7.654655446197431,44.44444444444444,16.56346649999844,9,4,"[107, 798, 1515, 1548]","[77, 93, 107, 125, 132, 798, 1515, 1548]"
Val,37,28,8.108108108108109,4.487428065276164,7.142857142857142,4.867036741923192,3,2,"[62, 388]","[62, 65, 388]"
Train,31,14,16.129032258064516,6.605856502852811,21.428571428571427,10.966421051124835,7,3,"[90, 207, 1128]","[90, 207, 212, 641, 1128]"
Val,10,7,10.0,9.486832980505138,0.0,13.226001425322165,1,0,[],[413]
Train,32,16,9.375,5.152697639950359,12.5,8.267972847076846,3,2,"[750, 1200]","[307, 750, 1200]"
Val,21,11,0.0,4.647143204516825,0.0,8.667841720414476,0,0,[],[]
Train,33,27,15.151515151515152,6.241559400538634,14.814814814814813,6.836727459191831,5,4,"[40, 305, 788, 1404]","[40, 305, 788, 791, 1404]"
Val,12,8,16.666666666666664,10.758287072798382,25.0,15.309310892394862,3,3,"[399, 428]","[399, 428]"
Train,34,24,14.705882352941178,6.0738718621252445,8.333333333333332,5.64169333655275,6,2,"[854, 1060]","[447, 854, 1060, 1621, 1622]"
Val,32,27,15.625,6.418623720763665,18.51851851851852,7.4756798866604734,7,7,"[43, 129, 200, 353, 464]","[43, 129, 200, 353, 464]"
Train,35,25,20.0,6.761234037828133,20.0,8.0,11,8,"[472, 492, 678, 1706, 1711]","[65, 472, 492, 678, 1239, 1706, 1711]"
Val,12,10,25.0,12.5,20.0,12.64911064067352,3,2,"[147, 453]","[75, 147, 453]"
Train,37,32,24.324324324324326,7.053386532986596,28.125,7.948042948974924,12,12,"[933, 1277, 1281, 1306, 1358, 1515, 1668, 1736, 1798]","[933, 1277, 1281, 1306, 1358, 1515, 1668, 1736, 1798]"
Val,37,33,21.62162162162162,6.7677047900075795,21.21212121212121,7.116472642790657,9,8,"[39, 53, 204, 239, 357, 392, 453]","[39, 53, 204, 239, 357, 377, 392, 453]"
Train,37,18,27.027027027027028,7.300948684714835,27.77777777777778,10.557179862029056,15,8,"[246, 802, 807, 886, 1572]","[246, 335, 336, 802, 807, 886, 987, 1255, 1401, 1572]"
Val,14,12,14.285714285714285,9.352195295828244,16.666666666666664,10.758287072798382,2,2,"[341, 374]","[341, 374]"
Train,39,34,33.33333333333333,7.548513560963972,32.35294117647059,8.023094083513456,23,21,"[399, 403, 428, 480, 637, 790, 1079, 1187, 1510, 1882, 1883]","[399, 403, 428, 480, 637, 790, 1007, 1009, 1079, 1187, 1510, 1882, 1883]"
Val,16,14,18.75,9.757809372497498,7.142857142857142,6.883029368995939,3,1,[162],"[20, 162, 363]"
Train,39,32,35.8974358974359,7.681342173272795,31.25,8.19381912632931,17,13,"[43, 200, 353, 642, 1650, 1685, 1833, 1847, 1860, 1874]","[43, 200, 353, 570, 572, 642, 665, 1650, 1685, 1782, 1833, 1847, 1860, 1874]"
Val,15,13,13.333333333333334,8.777074514725111,15.384615384615385,10.006825162892168,6,6,"[115, 154]","[115, 154]"
Train,38,31,31.57894736842105,7.540530520119779,22.58064516129032,7.5095186483532625,13,8,"[147, 453, 578, 951, 1190, 1379, 1616]","[75, 77, 147, 170, 453, 578, 951, 1190, 1287, 1379, 1466, 1616]"
Val,20,14,25.0,9.682458365518542,14.285714285714285,9.352195295828244,6,3,"[52, 99]","[52, 99, 166, 172, 257]"
Train,38,33,21.052631578947366,6.613482762500455,21.21212121212121,7.116472642790657,10,7,"[53, 70, 239, 817, 1110, 1320, 1539]","[53, 70, 132, 239, 817, 1110, 1320, 1539]"
Val,12,12,8.333333333333332,7.9785592313028175,8.333333333333332,7.9785592313028175,1,1,[15],[15]
Train,37,29,24.324324324324326,7.053386532986596,17.24137931034483,7.01445003745666,10,6,"[174, 341, 624, 641, 823]","[174, 341, 491, 624, 641, 823, 1589, 1595, 1680]"
Val,13,10,15.384615384615385,10.006825162892168,20.0,12.64911064067352,2,2,"[190, 238]","[190, 238]"
Train,37,30,27.027027027027028,7.300948684714835,30.0,8.366600265340756,18,17,"[152, 351, 555, 669, 1066, 1171, 1218, 1262, 1356]","[152, 351, 555, 669, 1066, 1123, 1171, 1218, 1262, 1356]"
Val,10,6,10.0,9.486832980505138,16.666666666666664,15.214515486254616,1,1,[333],[333]
Train,37,30,29.72972972972973,7.514159864153768,33.33333333333333,8.606629658238704,21,20,"[115, 229, 540, 626, 731, 778, 822, 916, 1162, 1587]","[115, 229, 540, 626, 677, 731, 778, 822, 916, 1162, 1587]"
Val,17,16,17.647058823529413,9.245944094039714,18.75,9.757809372497498,3,3,"[197, 320, 476]","[197, 320, 476]"
Train,36,31,27.77777777777778,7.465053470646805,25.806451612903224,7.858983387512676,16,14,"[29, 115, 220, 267, 311, 405, 651, 1076]","[29, 115, 166, 172, 220, 267, 311, 405, 651, 1076]"
