,sequence_index,entry_point,entry_datetime,exit_point,exit_datetime,station_id,station_name,station_lat,station_lon,min_distance_km,model_name,window,split,pc
0,307,[ -5.718  -17.9327],2006-03-15 11:24:32.210,[ -5.718  -17.9327],2006-03-15 11:24:32.210,AS00Q,ASCENSION ISLAND,-7.95,-14.399999999999977,462.2748254111778,tw48-30dBG_A,0,val,98
1,316,[38.3141 18.3801],2006-03-18 09:28:16.610,[38.3141 18.3801],2006-03-18 09:28:16.610,AT138,ATHENS,38.0,23.5,448.9602777860198,tw48-30dBG_A,0,val,98
2,326,[37.7826 19.7498],2006-03-21 09:22:19.443,[37.7826 19.7498],2006-03-21 09:22:19.443,AT138,ATHENS,38.0,23.5,329.9539551743945,tw48-30dBG_A,0,val,98
3,377,[37.2528 17.8384],2006-03-31 09:34:46.792,[37.2528 17.8384],2006-03-31 09:34:46.792,AT138,ATHENS,38.0,23.5,505.3933582156534,tw48-30dBG_A,0,val,98
4,318,[ 28.1519 -82.4466],2006-03-18 16:03:15.188,[ 28.1519 -82.4466],2006-03-18 16:03:15.188,EG931,EGLIN AFB,30.5,-86.5,471.73063429047187,tw48-30dBG_A,0,val,98
5,307,[38.9184 -7.4746],2006-03-15 11:12:14.930,[38.9184 -7.4746],2006-03-15 11:12:14.930,EA036,EL ARENOSILLO,37.1,-6.699999999999989,213.2794144676818,tw48-30dBG_A,0,val,98
6,41,[  6.8148 165.2254],2006-01-08 23:18:29.243,[  6.8148 165.2254],2006-01-08 23:18:29.243,KJ609,KWAJALEIN,9.0,167.2,326.0851883137788,tw48-30dBG_A,0,val,98
7,316,[-17.7318  30.0074],2006-03-18 08:05:39.723,[-25.1602  28.2757],2006-03-18 08:07:42.603,MU12K,MADIMBO,-22.39,30.88,406.3134287149447,tw48-30dBG_A,0,val,98
8,326,[-18.0172  31.4727],2006-03-21 07:59:38.461,[-25.4452  29.7364],2006-03-21 08:01:41.341,MU12K,MADIMBO,-22.39,30.88,359.0531530450196,tw48-30dBG_A,0,val,98
9,377,[-24.1588  28.2619],2006-03-31 08:13:38.690,[-24.1588  28.2619],2006-03-31 08:13:38.690,MU12K,MADIMBO,-22.39,30.88,331.9509802489064,tw48-30dBG_A,0,val,98
10,352,[32.7947 29.0578],2006-03-26 08:40:50.872,[32.7947 29.0578],2006-03-26 08:40:50.872,NI135,NICOSIA,35.03,33.16,452.7891166741249,tw48-30dBG_A,0,val,98
11,86,[  31.9879 -118.07  ],2006-01-21 18:28:13.707,[  31.9879 -118.07  ],2006-01-21 18:28:13.707,PA836,PT ARGUELLO,34.8,-120.5,385.5429053589383,tw48-30dBG_A,0,val,98
12,90,[  32.5739 -125.5763],2006-01-22 18:58:43.996,[  32.5739 -125.5763],2006-01-22 18:58:43.996,PA836,PT ARGUELLO,34.8,-120.5,530.8087886523931,tw48-30dBG_A,0,val,98
13,99,[  32.2984 -124.1304],2006-01-25 18:52:45.759,[  32.2984 -124.1304],2006-01-25 18:52:45.759,PA836,PT ARGUELLO,34.8,-120.5,436.47509587685704,tw48-30dBG_A,0,val,98
14,305,[  31.4418 -116.8262],2006-03-13 18:23:13.987,[  31.4418 -116.8262],2006-03-13 18:23:13.987,PA836,PT ARGUELLO,34.8,-120.5,506.36572293287537,tw48-30dBG_A,0,val,98
15,321,[ 6.5822 76.5741],2006-03-19 05:13:31.989,[ 6.5822 76.5741],2006-03-19 05:13:31.989,TM308,TRIVANDRUM,8.54,76.87,220.12730504652833,tw48-30dBG_A,0,val,98
16,12,[ 36.3358 -72.4253],2006-01-03 15:29:11.841,[ 36.3358 -72.4253],2006-01-03 15:29:11.841,WP937,WALLOPS IS,37.9,-75.5,323.35154673197735,tw48-30dBG_A,0,val,98
17,318,[ 35.5785 -80.4656],2006-03-18 16:01:12.308,[ 35.5785 -80.4656],2006-03-18 16:01:12.308,WP937,WALLOPS IS,37.9,-75.5,512.1564127002905,tw48-30dBG_A,0,val,98
18,317,[38.3947 18.4697],2006-06-06 09:28:16.560,[38.3947 18.4697],2006-06-06 09:28:16.560,AT138,ATHENS,38.0,23.5,441.7101423504243,tw48-30dBG_A,1,val,98
19,93,[  37.9822 -104.2709],2006-04-19 17:38:42.090,[  37.9822 -104.2709],2006-04-19 17:38:42.090,BC840,BOULDER,40.0,-105.30000000000001,241.34948669704073,tw48-30dBG_A,1,val,98
20,158,[  38.1753 -105.7162],2006-05-02 17:44:42.238,[  38.1753 -105.7162],2006-05-02 17:44:42.238,BC840,BOULDER,40.0,-105.30000000000001,206.05210589698683,tw48-30dBG_A,1,val,98
21,383,[-18.0994 -45.0711],2006-06-19 13:06:05.321,[-25.5278 -46.8081],2006-06-19 13:08:08.201,CAJ2M,CACHOEIRA PAULISTA,-22.7,-45.0,364.0526551920906,tw48-30dBG_A,1,val,98
22,65,[ 29.5401 -85.1608],2006-04-13 16:15:15.554,[ 29.5401 -85.1608],2006-04-13 16:15:15.554,EG931,EGLIN AFB,30.5,-86.5,167.38012605035303,tw48-30dBG_A,1,val,98
23,93,[ 28.5868 -82.3299],2006-04-19 16:03:14.944,[ 28.5868 -82.3299],2006-04-19 16:03:14.944,EG931,EGLIN AFB,30.5,-86.5,456.01206649756796,tw48-30dBG_A,1,val,98
24,158,[ 28.7814 -83.7835],2006-05-02 16:09:15.091,[ 28.7814 -83.7835],2006-05-02 16:09:15.091,EG931,EGLIN AFB,30.5,-86.5,324.70040298217054,tw48-30dBG_A,1,val,98
25,178,[ 28.7733 -89.9052],2006-05-06 16:33:44.706,[ 28.7733 -89.9052],2006-05-06 16:33:44.706,EG931,EGLIN AFB,30.5,-86.5,380.98788651356125,tw48-30dBG_A,1,val,98
26,319,[ 28.2358 -82.3583],2006-06-06 16:03:15.027,[ 28.2358 -82.3583],2006-06-06 16:03:15.027,EG931,EGLIN AFB,30.5,-86.5,473.7226449430546,tw48-30dBG_A,1,val,98
27,411,[ 29.7335 -88.0682],2006-06-26 16:27:15.009,[ 29.7335 -88.0682],2006-06-26 16:27:15.009,EG931,EGLIN AFB,30.5,-86.5,173.2479205953322,tw48-30dBG_A,1,val,98
28,410,[ 38.3537 -12.1452],2006-06-26 11:30:44.928,[ 38.3537 -12.1452],2006-06-26 11:30:44.928,EA036,EL ARENOSILLO,37.1,-6.699999999999989,498.68325378439243,tw48-30dBG_A,1,val,98
29,383,[ -3.2171 -41.8508],2006-06-19 13:01:59.561,[ -3.2171 -41.8508],2006-06-19 13:01:59.561,FZA0M,FORTALEZA,-3.9,-38.39999999999998,390.4252538302097,tw48-30dBG_A,1,val,98
30,70,[ -7.1827 -76.4584],2006-04-14 15:17:57.309,[-14.6909 -78.0798],2006-04-14 15:20:01.294,JI91J,JICAMARCA,-12.0,-76.80000000000001,329.6935033015164,tw48-30dBG_A,1,val,98
31,178,[ -8.4016 -73.6066],2006-05-06 15:05:55.619,[-15.8418 -75.2224],2006-05-06 15:07:58.499,JI91J,JICAMARCA,-12.0,-76.80000000000001,459.8578375467259,tw48-30dBG_A,1,val,98
32,281,[ -7.3362 -77.9444],2006-05-29 15:23:57.660,[-14.8172 -79.5605],2006-05-29 15:26:01.198,JI91J,JICAMARCA,-12.0,-76.80000000000001,432.7391559864043,tw48-30dBG_A,1,val,98
33,324,[ -8.4396 -73.5927],2006-06-07 15:05:56.381,[-15.8798 -75.2087],2006-06-07 15:07:59.261,JI91J,JICAMARCA,-12.0,-76.80000000000001,464.32484147679014,tw48-30dBG_A,1,val,98
34,359,[ -8.7709 -78.2625],2006-06-14 15:24:26.785,[ -8.7709 -78.2625],2006-06-14 15:24:26.785,JI91J,JICAMARCA,-12.0,-76.80000000000001,393.06915553376706,tw48-30dBG_A,1,val,98
35,388,[ -7.8229 -74.9958],2006-06-20 15:11:56.530,[-15.4178 -76.641 ],2006-06-20 15:14:01.955,JI91J,JICAMARCA,-12.0,-76.80000000000001,380.43036186659964,tw48-30dBG_A,1,val,98
36,411,[-15.1174 -73.4702],2006-06-26 15:01:32.787,[-15.1174 -73.4702],2006-06-26 15:01:32.787,JI91J,JICAMARCA,-12.0,-76.80000000000001,499.67496814014686,tw48-30dBG_A,1,val,98
37,135,[-24.4888  33.0649],2006-04-28 07:49:12.816,[-24.4888  33.0649],2006-04-28 07:49:12.816,MU12K,MADIMBO,-22.39,30.88,322.7076335703306,tw48-30dBG_A,1,val,98
38,317,[-24.5776  28.4906],2006-06-06 08:07:34.250,[-24.5776  28.4906],2006-06-06 08:07:34.250,MU12K,MADIMBO,-22.39,30.88,344.29576205326174,tw48-30dBG_A,1,val,98
39,419,[-24.4465  31.6366],2006-06-28 07:55:07.993,[-24.4465  31.6366],2006-06-28 07:55:07.993,MU12K,MADIMBO,-22.39,30.88,241.35048754776741,tw48-30dBG_A,1,val,98
40,119,[  32.9733 -119.4685],2006-04-24 18:35:12.383,[  32.9733 -119.4685],2006-04-24 18:35:12.383,PA836,PT ARGUELLO,34.8,-120.5,224.3253207904921,tw48-30dBG_A,1,val,98
41,65,[ 14.5942 -64.1674],2006-04-13 14:41:19.714,[ 14.5942 -64.1674],2006-04-13 14:41:19.714,PRJ18,RAMEY,18.5,-67.10000000000002,535.0531355304878,tw48-30dBG_A,1,val,98
42,70,[ 22.482 -70.037],2006-04-14 15:09:47.808,[ 22.482 -70.037],2006-04-14 15:09:47.808,PRJ18,RAMEY,18.5,-67.10000000000002,538.1281384580938,tw48-30dBG_A,1,val,98
43,178,[ 21.176  -67.2312],2006-05-06 14:57:47.559,[ 21.176  -67.2312],2006-05-06 14:57:47.559,PRJ18,RAMEY,18.5,-67.10000000000002,297.87423203866274,tw48-30dBG_A,1,val,98
44,324,[ 21.1378 -67.2183],2006-06-07 14:57:48.321,[ 21.1378 -67.2183],2006-06-07 14:57:48.321,PRJ18,RAMEY,18.5,-67.10000000000002,293.57126784102223,tw48-30dBG_A,1,val,98
45,388,[ 21.7549 -68.6098],2006-06-20 15:03:48.469,[ 21.7549 -68.6098],2006-06-20 15:03:48.469,PRJ18,RAMEY,18.5,-67.10000000000002,394.7531789485017,tw48-30dBG_A,1,val,98
46,411,[ 22.1436 -65.4144],2006-06-26 14:51:17.862,[ 14.7942 -67.0798],2006-06-26 14:53:19.169,PRJ18,RAMEY,18.5,-67.10000000000002,412.0723451630898,tw48-30dBG_A,1,val,98
47,324,[ -5.1699 -48.3876],2006-06-07 13:26:59.813,[ -5.1699 -48.3876],2006-06-07 13:26:59.813,SAA0K,SAOLUIS,-2.6,-44.19999999999999,545.3875299848567,tw48-30dBG_A,1,val,98
48,383,[ -3.2171 -41.8508],2006-06-19 13:01:59.561,[ -3.2171 -41.8508],2006-06-19 13:01:59.561,SAA0K,SAOLUIS,-2.6,-44.19999999999999,269.754957819218,tw48-30dBG_A,1,val,98
49,396,[ -5.1792 -48.3764],2006-06-23 13:26:59.178,[ -5.1792 -48.3764],2006-06-23 13:26:59.178,SAA0K,SAOLUIS,-2.6,-44.19999999999999,544.8708800208267,tw48-30dBG_A,1,val,98
50,410,[ -4.1554 -46.6041],2006-06-26 13:20:29.356,[ -4.1554 -46.6041],2006-06-26 13:20:29.356,SAA0K,SAOLUIS,-2.6,-44.19999999999999,317.99737085787206,tw48-30dBG_A,1,val,98
51,62,[ 7.5537 81.375 ],2006-04-13 04:55:00.625,[ 7.5537 81.375 ],2006-04-13 04:55:00.625,TM308,TRIVANDRUM,8.54,76.87,507.97298745444004,tw48-30dBG_A,1,val,98
52,27,[ 36.8556 -70.9142],2006-04-05 15:24:12.480,[ 36.8556 -70.9142],2006-04-05 15:24:12.480,WP937,WALLOPS IS,37.9,-75.5,421.46677906708004,tw48-30dBG_A,1,val,98
53,93,[ 36.0128 -80.3356],2006-04-19 16:01:12.064,[ 36.0128 -80.3356],2006-04-19 16:01:12.064,WP937,WALLOPS IS,37.9,-75.5,478.08594329467985,tw48-30dBG_A,1,val,98
54,231,[ 35.6055 -74.2668],2006-05-17 15:36:39.754,[ 35.6055 -74.2668],2006-05-17 15:36:39.754,WP937,WALLOPS IS,37.9,-75.5,277.7797284361033,tw48-30dBG_A,1,val,98
55,315,[ 36.9109 -72.3547],2006-06-05 15:30:12.746,[ 36.9109 -72.3547],2006-06-05 15:30:12.746,WP937,WALLOPS IS,37.9,-75.5,298.7770301772557,tw48-30dBG_A,1,val,98
56,319,[ 35.6623 -80.3757],2006-06-06 16:01:12.147,[ 35.6623 -80.3757],2006-06-06 16:01:12.147,WP937,WALLOPS IS,37.9,-75.5,500.35949106749575,tw48-30dBG_A,1,val,98
57,378,[ 35.8096 -74.2103],2006-06-18 15:36:41.934,[ 35.8096 -74.2103],2006-06-18 15:36:41.934,WP937,WALLOPS IS,37.9,-75.5,259.2154593858778,tw48-30dBG_A,1,val,98
58,403,[ 36.3575 -70.9633],2006-06-24 15:24:12.327,[ 36.3575 -70.9633],2006-06-24 15:24:12.327,WP937,WALLOPS IS,37.9,-75.5,437.1754269237112,tw48-30dBG_A,1,val,98
59,157,[  38.6827 -106.9205],2006-08-03 17:50:12.324,[  38.6827 -106.9205],2006-08-03 17:50:12.324,BC840,BOULDER,40.0,-105.30000000000001,202.17047519147113,tw48-30dBG_A,2,val,98
60,450,[ 29.6634 -88.0834],2006-09-30 16:27:15.314,[ 29.6634 -88.0834],2006-09-30 16:27:15.314,EG931,EGLIN AFB,30.5,-86.5,178.50432216396996,tw48-30dBG_A,2,val,98
61,349,[6.6799 3.2116],2006-09-11 10:07:26.774,[6.6799 3.2116],2006-09-11 10:07:26.774,IL008,ILORIN,8.5,4.5,247.23428632782537,tw48-30dBG_A,2,val,98
62,450,[-15.1948 -73.4757],2006-09-30 15:01:33.091,[-15.1948 -73.4757],2006-09-30 15:01:33.091,JI91J,JICAMARCA,-12.0,-76.80000000000001,505.21709985695173,tw48-30dBG_A,2,val,98
63,291,[-24.82   31.596],2006-08-31 07:55:07.219,[-24.82   31.596],2006-08-31 07:55:07.219,MU12K,MADIMBO,-22.39,30.88,279.87721311793536,tw48-30dBG_A,2,val,98
64,450,[ 22.0653 -65.4277],2006-09-30 14:51:18.166,[ 14.7159 -67.0906],2006-09-30 14:53:19.474,PRJ18,RAMEY,18.5,-67.10000000000002,420.77449472543384,tw48-30dBG_A,2,val,98
65,363,[ 7.4009 78.4251],2006-09-14 05:07:00.009,[ 7.4009 78.4251],2006-09-14 05:07:00.009,TM308,TRIVANDRUM,8.54,76.87,212.9988521067269,tw48-30dBG_A,2,val,98
66,398,[ 6.6328 73.6549],2006-09-21 05:25:37.673,[ 6.6328 73.6549],2006-09-21 05:25:37.673,TM308,TRIVANDRUM,8.54,76.87,412.96778539654116,tw48-30dBG_A,2,val,98
67,413,[ 6.7818 75.2122],2006-09-24 05:19:28.658,[ 6.7818 75.2122],2006-09-24 05:19:28.658,TM308,TRIVANDRUM,8.54,76.87,267.5738094712356,tw48-30dBG_A,2,val,98
68,447,[ 5.4342 77.979 ],2006-09-30 05:07:37.249,[ 5.4342 77.979 ],2006-09-30 05:07:37.249,TM308,TRIVANDRUM,8.54,76.87,366.39351890849025,tw48-30dBG_A,2,val,98
69,153,[ -5.3853 -17.8307],2006-11-10 11:24:32.892,[ -5.3853 -17.8307],2006-11-10 11:24:32.892,AS00Q,ASCENSION ISLAND,-7.95,-14.399999999999977,474.2004102367589,tw48-30dBG_A,3,val,98
70,327,[ -5.5414 -16.3936],2006-12-15 11:18:29.986,[ -5.5414 -16.3936],2006-12-15 11:18:29.986,AS00Q,ASCENSION ISLAND,-7.95,-14.399999999999977,346.67820220110775,tw48-30dBG_A,3,val,98
71,99,[37.9093 19.8327],2006-10-31 09:22:17.125,[37.9093 19.8327],2006-10-31 09:22:17.125,AT138,ATHENS,38.0,23.5,321.675423309746,tw48-30dBG_A,3,val,98
72,326,[38.6802 18.4416],2006-12-15 09:28:17.110,[38.6802 18.4416],2006-12-15 09:28:17.110,AT138,ATHENS,38.0,23.5,447.54328418366265,tw48-30dBG_A,3,val,98
73,329,[  37.9635 -104.3309],2006-12-15 17:38:41.836,[  37.9635 -104.3309],2006-12-15 17:38:41.836,BC840,BOULDER,40.0,-105.30000000000001,241.44060946736386,tw48-30dBG_A,3,val,98
74,327,[-18.4596 -43.7108],2006-12-15 13:00:05.795,[-25.8879 -45.4516],2006-12-15 13:02:08.675,CAJ2M,CACHOEIRA PAULISTA,-22.7,-45.0,357.42011639777746,tw48-30dBG_A,3,val,98
75,328,[ 28.567  -82.3845],2006-12-15 16:03:14.690,[ 28.567  -82.3845],2006-12-15 16:03:14.690,EG931,EGLIN AFB,30.5,-86.5,452.4236308842014,tw48-30dBG_A,3,val,98
76,153,[39.2522 -7.3619],2006-11-10 11:12:15.612,[39.2522 -7.3619],2006-11-10 11:12:15.612,EA036,EL ARENOSILLO,37.1,-6.699999999999989,246.2064851012515,tw48-30dBG_A,3,val,98
77,327,[38.9226 -5.9951],2006-12-15 11:06:15.608,[38.9226 -5.9951],2006-12-15 11:06:15.608,EA036,EL ARENOSILLO,37.1,-6.699999999999989,211.86226203863708,tw48-30dBG_A,3,val,98
78,327,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,FZA0M,FORTALEZA,-3.9,-38.39999999999998,234.62954887725314,tw48-30dBG_A,3,val,98
79,57,[6.3392e+00 2.0000e-04],2006-10-23 10:19:58.091,[6.3392e+00 2.0000e-04],2006-10-23 10:19:58.091,IL008,ILORIN,8.5,4.5,551.2512297898633,tw48-30dBG_A,3,val,98
80,153,[7.3866 9.3714],2006-11-10 09:42:59.627,[7.3866 9.3714],2006-11-10 09:42:59.627,IL008,ILORIN,8.5,4.5,550.5668563704047,tw48-30dBG_A,3,val,98
81,57,[-25.4774  17.5593],2006-10-23 08:50:41.025,[-25.4774  17.5593],2006-10-23 08:50:41.025,LV12P,LOUISVALE,-28.5,21.2,492.9838682393373,tw48-30dBG_A,3,val,98
82,387,[-31.7212  25.0467],2006-12-28 08:15:45.197,[-31.7212  25.0467],2006-12-28 08:15:45.197,LV12P,LOUISVALE,-28.5,21.2,514.8978602838366,tw48-30dBG_A,3,val,98
83,99,[-17.5539  31.6437],2006-10-31 07:59:30.565,[-24.9829  29.918 ],2006-10-31 08:01:33.445,MU12K,MADIMBO,-22.39,30.88,304.50010868307874,tw48-30dBG_A,3,val,98
84,326,[-24.5476  28.4056],2006-12-15 08:07:39.008,[-24.5476  28.4056],2006-12-15 08:07:39.008,MU12K,MADIMBO,-22.39,30.88,348.197640157934,tw48-30dBG_A,3,val,98
85,387,[-24.3041  26.9105],2006-12-28 08:13:42.317,[-24.3041  26.9105],2006-12-28 08:13:42.317,MU12K,MADIMBO,-22.39,30.88,457.7034465147872,tw48-30dBG_A,3,val,98
86,57,[34.0182 30.9926],2006-10-23 08:34:18.431,[34.0182 30.9926],2006-10-23 08:34:18.431,NI135,NICOSIA,35.03,33.16,228.2107126581267,tw48-30dBG_A,3,val,98
87,327,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,SAA0K,SAOLUIS,-2.6,-44.19999999999999,426.05459446656477,tw48-30dBG_A,3,val,98
88,328,[ 35.9934 -80.3943],2006-12-15 16:01:11.810,[ 35.9934 -80.3943],2006-12-15 16:01:11.810,WP937,WALLOPS IS,37.9,-75.5,483.76615908012263,tw48-30dBG_A,3,val,98
89,156,[  38.4363 -105.8209],2007-01-29 17:44:41.835,[  38.4363 -105.8209],2007-01-29 17:44:41.835,BC840,BOULDER,40.0,-105.30000000000001,179.5720006778318,tw48-30dBG_A,4,val,98
90,428,[ 38.2312 -99.9456],2007-03-30 17:20:12.893,[ 38.2312 -99.9456],2007-03-30 17:20:12.893,BC840,BOULDER,40.0,-105.30000000000001,501.95841888118474,tw48-30dBG_A,4,val,98
91,153,[7.5284 9.2445],2007-01-29 09:42:59.623,[7.5284 9.2445],2007-01-29 09:42:59.623,IL008,ILORIN,8.5,4.5,533.4575937595625,tw48-30dBG_A,4,val,98
92,401,[7.0512 4.3851],2007-03-25 10:01:28.361,[7.0512 4.3851],2007-03-25 10:01:28.361,IL008,ILORIN,8.5,4.5,161.59599119436814,tw48-30dBG_A,4,val,98
93,294,[ 13.5628 165.1773],2007-02-28 23:22:26.381,[  6.1136 163.5809],2007-02-28 23:24:29.261,KJ609,KWAJALEIN,9.0,167.2,511.9772967066542,tw48-30dBG_A,4,val,98
94,153,[-31.8293  24.9502],2007-01-29 08:15:47.423,[-31.8293  24.9502],2007-01-29 08:15:47.423,LV12P,LOUISVALE,-28.5,21.2,516.6716812138575,tw48-30dBG_A,4,val,98
95,401,[-25.0692  21.907 ],2007-03-25 08:32:16.278,[-32.4851  20.0264],2007-03-25 08:34:19.158,LV12P,LOUISVALE,-28.5,21.2,387.88631232762987,tw48-30dBG_A,4,val,98
96,153,[-24.4123  26.8159],2007-01-29 08:13:44.543,[-24.4123  26.8159],2007-01-29 08:13:44.543,MU12K,MADIMBO,-22.39,30.88,471.7350155581501,tw48-30dBG_A,4,val,98
97,401,[34.4372 35.3277],2007-03-25 08:15:53.574,[34.4372 35.3277],2007-03-25 08:15:53.574,NI135,NICOSIA,35.03,33.16,208.76087711793622,tw48-30dBG_A,4,val,98
98,428,[  32.8602 -125.9784],2007-03-30 18:59:44.449,[  32.8602 -125.9784],2007-03-30 18:59:44.449,PA836,PT ARGUELLO,34.8,-120.5,549.9790729387132,tw48-30dBG_A,4,val,98
99,273,[ -5.3238 -18.3696],2007-05-21 11:24:33.780,[ -5.3238 -18.3696],2007-05-21 11:24:33.780,AS00Q,ASCENSION ISLAND,-7.95,-14.399999999999977,526.7554329275308,tw48-30dBG_A,5,val,98
100,43,[38.0568 19.4507],2007-04-09 09:22:19.486,[38.0568 19.4507],2007-04-09 09:22:19.486,AT138,ATHENS,38.0,23.5,354.7022095049779,tw48-30dBG_A,5,val,98
101,258,[  38.7784 -107.6505],2007-05-18 17:50:43.551,[  38.7784 -107.6505],2007-05-18 17:50:43.551,BC840,BOULDER,40.0,-105.30000000000001,243.40668638524903,tw48-30dBG_A,5,val,98
102,416,[  37.08   -102.1558],2007-06-15 17:26:42.807,[  37.08   -102.1558],2007-06-15 17:26:42.807,BC840,BOULDER,40.0,-105.30000000000001,424.44215579963344,tw48-30dBG_A,5,val,98
103,447,[  38.8357 -106.2902],2007-06-22 17:44:43.638,[  38.8357 -106.2902],2007-06-22 17:44:43.638,BC840,BOULDER,40.0,-105.30000000000001,154.90472560176767,tw48-30dBG_A,5,val,98
104,258,[ 29.3837 -85.7357],2007-05-18 16:15:16.405,[ 29.3837 -85.7357],2007-05-18 16:15:16.405,EG931,EGLIN AFB,30.5,-86.5,144.3278467785992,tw48-30dBG_A,5,val,98
105,447,[ 29.4351 -84.3789],2007-06-22 16:09:16.492,[ 29.4351 -84.3789],2007-06-22 16:09:16.492,EG931,EGLIN AFB,30.5,-86.5,236.14826007965763,tw48-30dBG_A,5,val,98
106,273,[39.3172 -7.9192],2007-05-21 11:12:16.500,[39.3172 -7.9192],2007-05-21 11:12:16.500,EA036,EL ARENOSILLO,37.1,-6.699999999999989,268.56330436239375,tw48-30dBG_A,5,val,98
107,238,[ 20.6062 106.7156],2007-05-15 03:19:28.565,[ 20.6062 106.7156],2007-05-15 03:19:28.565,HA419,HAINAN,19.4,109.0,273.78533007148934,tw48-30dBG_A,5,val,98
108,325,[ 20.5823 106.6408],2007-05-31 03:19:29.031,[ 20.5823 106.6408],2007-05-31 03:19:29.031,HA419,HAINAN,19.4,109.0,279.38099218753575,tw48-30dBG_A,5,val,98
109,379,[ 21.1252 111.3223],2007-06-09 03:00:57.182,[ 21.1252 111.3223],2007-06-09 03:00:57.182,HA419,HAINAN,19.4,109.0,308.9935845176896,tw48-30dBG_A,5,val,98
110,399,[ 21.1614 105.1837],2007-06-13 03:25:27.648,[ 21.1614 105.1837],2007-06-13 03:25:27.648,HA419,HAINAN,19.4,109.0,443.595500963631,tw48-30dBG_A,5,val,98
111,484,[ 20.5179 104.8857],2007-06-29 03:25:57.159,[ 20.5179 104.8857],2007-06-29 03:25:57.159,HA419,HAINAN,19.4,109.0,447.59860135159204,tw48-30dBG_A,5,val,98
112,0,[ 40.936 130.67 ],2007-04-01 02:00:19.187,[ 33.5212 128.4927],2007-04-01 02:02:22.067,IC437,I-CHEON,37.14,127.54,411.5616292628573,tw48-30dBG_A,5,val,98
113,273,[7.5238 8.8425],2007-05-21 09:42:59.300,[7.5238 8.8425],2007-05-21 09:42:59.300,IL008,ILORIN,8.5,4.5,490.3097394861898,tw48-30dBG_A,5,val,98
114,0,[ 33.5212 128.4927],2007-04-01 02:02:22.067,[ 33.5212 128.4927],2007-04-01 02:02:22.067,JJ433,JEJU,33.43,126.3,203.62206399732236,tw48-30dBG_A,5,val,98
115,264,[ -7.3702 -77.0066],2007-05-19 15:17:58.606,[-14.852  -78.6175],2007-05-19 15:20:02.144,JI91J,JICAMARCA,-12.0,-76.80000000000001,373.0980710388955,tw48-30dBG_A,5,val,98
116,88,[  6.0407 163.3897],2007-04-17 23:24:30.455,[  6.0407 163.3897],2007-04-17 23:24:30.455,KJ609,KWAJALEIN,9.0,167.2,533.547859086753,tw48-30dBG_A,5,val,98
117,0,[-18.4335 116.8703],2007-04-01 02:16:39.761,[-25.8625 115.1331],2007-04-01 02:18:42.641,LM42B,LEARMONTH,-21.8,114.1,463.78302613517417,tw48-30dBG_A,5,val,98
118,43,[-17.8284  31.185 ],2007-04-09 07:59:39.842,[-25.2575  29.4585],2007-04-09 08:01:42.722,MU12K,MADIMBO,-22.39,30.88,350.0961462877486,tw48-30dBG_A,5,val,98
119,238,[ 5.4631 78.9014],2007-05-15 05:01:40.992,[ 5.4631 78.9014],2007-05-15 05:01:40.992,TM308,TRIVANDRUM,8.54,76.87,409.0340360728165,tw48-30dBG_A,5,val,98
120,261,[ 6.0408 72.8785],2007-05-19 05:26:02.100,[ 6.0408 72.8785],2007-05-19 05:26:02.100,TM308,TRIVANDRUM,8.54,76.87,520.5878336037337,tw48-30dBG_A,5,val,98
121,399,[ 6.5902 77.4793],2007-06-13 05:07:30.667,[ 6.5902 77.4793],2007-06-13 05:07:30.667,TM308,TRIVANDRUM,8.54,76.87,226.97132600414594,tw48-30dBG_A,5,val,98
122,484,[ 5.7861 77.1592],2007-06-29 05:08:02.945,[ 5.7861 77.1592],2007-06-29 05:08:02.945,TM308,TRIVANDRUM,8.54,76.87,307.87756835775883,tw48-30dBG_A,5,val,98
123,444,[ 36.2934 -74.8565],2007-06-21 15:36:43.211,[ 36.2934 -74.8565],2007-06-21 15:36:43.211,WP937,WALLOPS IS,37.9,-75.5,187.53963654261955,tw48-30dBG_A,5,val,98
124,379,[ 28.5647 113.1126],2007-06-09 02:58:54.302,[ 28.5647 113.1126],2007-06-09 02:58:54.302,WU430,WUHAN,30.5,114.4,248.63597409019135,tw48-30dBG_A,5,val,98
125,75,[  36.9976 -104.0583],2007-07-14 17:33:43.510,[  36.9976 -104.0583],2007-07-14 17:33:43.510,BC840,BOULDER,40.0,-105.30000000000001,350.89268386478255,tw48-30dBG_A,6,val,98
126,75,[ 29.4035 -81.609 ],2007-07-14 15:57:46.363,[ 29.4035 -81.609 ],2007-07-14 15:57:46.363,EG931,EGLIN AFB,30.5,-86.5,486.6909290668219,tw48-30dBG_A,6,val,98
127,97,[  6.0409 168.8649],2007-07-18 23:01:00.526,[  6.0409 168.8649],2007-07-18 23:01:00.526,KJ609,KWAJALEIN,9.0,167.2,376.75352805064796,tw48-30dBG_A,6,val,98
128,457,[-24.0352  31.9193],2007-09-22 07:49:39.898,[-24.0352  31.9193],2007-09-22 07:49:39.898,MU12K,MADIMBO,-22.39,30.88,211.5316955322883,tw48-30dBG_A,6,val,98
