,sequence_index,entry_point,entry_datetime,exit_point,exit_datetime,station_id,station_name,station_lat,station_lon,min_distance_km,model_name,window,split,pc
326,200,[ 6.2069 79.6025],2006-02-21 05:01:01.625,[ 6.2069 79.6025],2006-02-21 05:01:01.625,TM308,TRIVANDRUM,8.54,76.87,397.60362875646047,tw48-30dBG_B,0,val,98
327,321,[ 6.5822 76.5741],2006-03-19 05:13:31.989,[ 6.5822 76.5741],2006-03-19 05:13:31.989,TM308,TRIVANDRUM,8.54,76.87,220.12730504652833,tw48-30dBG_B,0,val,98
328,12,[ 36.3358 -72.4253],2006-01-03 15:29:11.841,[ 36.3358 -72.4253],2006-01-03 15:29:11.841,WP937,WALLOPS IS,37.9,-75.5,323.35154673197735,tw48-30dBG_B,0,val,98
329,318,[ 35.5785 -80.4656],2006-03-18 16:01:12.308,[ 35.5785 -80.4656],2006-03-18 16:01:12.308,WP937,WALLOPS IS,37.9,-75.5,512.1564127002905,tw48-30dBG_B,0,val,98
330,317,[38.3947 18.4697],2006-06-06 09:28:16.560,[38.3947 18.4697],2006-06-06 09:28:16.560,AT138,ATHENS,38.0,23.5,441.7101423504243,tw48-30dBG_B,1,val,98
331,93,[  37.9822 -104.2709],2006-04-19 17:38:42.090,[  37.9822 -104.2709],2006-04-19 17:38:42.090,BC840,BOULDER,40.0,-105.30000000000001,241.34948669704073,tw48-30dBG_B,1,val,98
332,158,[  38.1753 -105.7162],2006-05-02 17:44:42.238,[  38.1753 -105.7162],2006-05-02 17:44:42.238,BC840,BOULDER,40.0,-105.30000000000001,206.05210589698683,tw48-30dBG_B,1,val,98
333,368,[  38.7166 -107.0594],2006-06-16 17:50:42.185,[  38.7166 -107.0594],2006-06-16 17:50:42.185,BC840,BOULDER,40.0,-105.30000000000001,207.94973893764248,tw48-30dBG_B,1,val,98
334,383,[-18.0994 -45.0711],2006-06-19 13:06:05.321,[-25.5278 -46.8081],2006-06-19 13:08:08.201,CAJ2M,CACHOEIRA PAULISTA,-22.7,-45.0,364.0526551920906,tw48-30dBG_B,1,val,98
335,93,[ 28.5868 -82.3299],2006-04-19 16:03:14.944,[ 28.5868 -82.3299],2006-04-19 16:03:14.944,EG931,EGLIN AFB,30.5,-86.5,456.01206649756796,tw48-30dBG_B,1,val,98
336,141,[ 29.3204 -85.1851],2006-04-29 16:15:14.914,[ 29.3204 -85.1851],2006-04-29 16:15:14.914,EG931,EGLIN AFB,30.5,-86.5,182.38761593492353,tw48-30dBG_B,1,val,98
337,158,[ 28.7814 -83.7835],2006-05-02 16:09:15.091,[ 28.7814 -83.7835],2006-05-02 16:09:15.091,EG931,EGLIN AFB,30.5,-86.5,324.70040298217054,tw48-30dBG_B,1,val,98
338,178,[ 28.7733 -89.9052],2006-05-06 16:33:44.706,[ 28.7733 -89.9052],2006-05-06 16:33:44.706,EG931,EGLIN AFB,30.5,-86.5,380.98788651356125,tw48-30dBG_B,1,val,98
339,319,[ 28.2358 -82.3583],2006-06-06 16:03:15.027,[ 28.2358 -82.3583],2006-06-06 16:03:15.027,EG931,EGLIN AFB,30.5,-86.5,473.7226449430546,tw48-30dBG_B,1,val,98
340,368,[ 29.3223 -85.1518],2006-06-16 16:15:15.038,[ 29.3223 -85.1518],2006-06-16 16:15:15.038,EG931,EGLIN AFB,30.5,-86.5,184.48121956430606,tw48-30dBG_B,1,val,98
341,411,[ 29.7335 -88.0682],2006-06-26 16:27:15.009,[ 29.7335 -88.0682],2006-06-26 16:27:15.009,EG931,EGLIN AFB,30.5,-86.5,173.2479205953322,tw48-30dBG_B,1,val,98
342,410,[ 38.3537 -12.1452],2006-06-26 11:30:44.928,[ 38.3537 -12.1452],2006-06-26 11:30:44.928,EA036,EL ARENOSILLO,37.1,-6.699999999999989,498.68325378439243,tw48-30dBG_B,1,val,98
343,383,[ -3.2171 -41.8508],2006-06-19 13:01:59.561,[ -3.2171 -41.8508],2006-06-19 13:01:59.561,FZA0M,FORTALEZA,-3.9,-38.39999999999998,390.4252538302097,tw48-30dBG_B,1,val,98
344,144,[ 40.9198 131.0423],2006-04-30 02:00:17.953,[ 33.506  128.8581],2006-04-30 02:02:20.833,IC437,I-CHEON,37.14,127.54,421.39193166892306,tw48-30dBG_B,1,val,98
345,144,[ 33.506  128.8581],2006-04-30 02:02:20.833,[ 33.506  128.8581],2006-04-30 02:02:20.833,JJ433,JEJU,33.43,126.3,237.42932177785323,tw48-30dBG_B,1,val,98
346,178,[ -8.4016 -73.6066],2006-05-06 15:05:55.619,[-15.8418 -75.2224],2006-05-06 15:07:58.499,JI91J,JICAMARCA,-12.0,-76.80000000000001,459.8578375467259,tw48-30dBG_B,1,val,98
347,281,[ -7.3362 -77.9444],2006-05-29 15:23:57.660,[-14.8172 -79.5605],2006-05-29 15:26:01.198,JI91J,JICAMARCA,-12.0,-76.80000000000001,432.7391559864043,tw48-30dBG_B,1,val,98
348,324,[ -8.4396 -73.5927],2006-06-07 15:05:56.381,[-15.8798 -75.2087],2006-06-07 15:07:59.261,JI91J,JICAMARCA,-12.0,-76.80000000000001,464.32484147679014,tw48-30dBG_B,1,val,98
349,359,[ -8.7709 -78.2625],2006-06-14 15:24:26.785,[ -8.7709 -78.2625],2006-06-14 15:24:26.785,JI91J,JICAMARCA,-12.0,-76.80000000000001,393.06915553376706,tw48-30dBG_B,1,val,98
350,372,[ -7.3835 -76.4346],2006-06-17 15:17:56.688,[-14.9585 -78.0717],2006-06-17 15:20:01.778,JI91J,JICAMARCA,-12.0,-76.80000000000001,356.5475713057911,tw48-30dBG_B,1,val,98
351,388,[ -7.8229 -74.9958],2006-06-20 15:11:56.530,[-15.4178 -76.641 ],2006-06-20 15:14:01.955,JI91J,JICAMARCA,-12.0,-76.80000000000001,380.43036186659964,tw48-30dBG_B,1,val,98
352,411,[-15.1174 -73.4702],2006-06-26 15:01:32.787,[-15.1174 -73.4702],2006-06-26 15:01:32.787,JI91J,JICAMARCA,-12.0,-76.80000000000001,499.67496814014686,tw48-30dBG_B,1,val,98
353,180,[  6.6974 167.0287],2006-05-06 23:11:59.211,[  6.6974 167.0287],2006-05-06 23:11:59.211,KJ609,KWAJALEIN,9.0,167.2,256.73205856653743,tw48-30dBG_B,1,val,98
354,144,[-18.4432 117.1993],2006-04-30 02:16:38.527,[-25.8714 115.4564],2006-04-30 02:18:41.407,LM42B,LEARMONTH,-21.8,114.1,473.26042530121356,tw48-30dBG_B,1,val,98
355,135,[-24.4888  33.0649],2006-04-28 07:49:12.816,[-24.4888  33.0649],2006-04-28 07:49:12.816,MU12K,MADIMBO,-22.39,30.88,322.7076335703306,tw48-30dBG_B,1,val,98
356,317,[-24.5776  28.4906],2006-06-06 08:07:34.250,[-24.5776  28.4906],2006-06-06 08:07:34.250,MU12K,MADIMBO,-22.39,30.88,344.29576205326174,tw48-30dBG_B,1,val,98
357,119,[  32.9733 -119.4685],2006-04-24 18:35:12.383,[  32.9733 -119.4685],2006-04-24 18:35:12.383,PA836,PT ARGUELLO,34.8,-120.5,224.3253207904921,tw48-30dBG_B,1,val,98
358,178,[ 21.176  -67.2312],2006-05-06 14:57:47.559,[ 21.176  -67.2312],2006-05-06 14:57:47.559,PRJ18,RAMEY,18.5,-67.10000000000002,297.87423203866274,tw48-30dBG_B,1,val,98
359,324,[ 21.1378 -67.2183],2006-06-07 14:57:48.321,[ 21.1378 -67.2183],2006-06-07 14:57:48.321,PRJ18,RAMEY,18.5,-67.10000000000002,293.57126784102223,tw48-30dBG_B,1,val,98
360,372,[ 22.2144 -70.0352],2006-06-17 15:09:48.292,[ 22.2144 -70.0352],2006-06-17 15:09:48.292,PRJ18,RAMEY,18.5,-67.10000000000002,513.9766527713543,tw48-30dBG_B,1,val,98
361,388,[ 21.7549 -68.6098],2006-06-20 15:03:48.469,[ 21.7549 -68.6098],2006-06-20 15:03:48.469,PRJ18,RAMEY,18.5,-67.10000000000002,394.7531789485017,tw48-30dBG_B,1,val,98
362,411,[ 22.1436 -65.4144],2006-06-26 14:51:17.862,[ 14.7942 -67.0798],2006-06-26 14:53:19.169,PRJ18,RAMEY,18.5,-67.10000000000002,412.0723451630898,tw48-30dBG_B,1,val,98
363,324,[ -5.1699 -48.3876],2006-06-07 13:26:59.813,[ -5.1699 -48.3876],2006-06-07 13:26:59.813,SAA0K,SAOLUIS,-2.6,-44.19999999999999,545.3875299848567,tw48-30dBG_B,1,val,98
364,383,[ -3.2171 -41.8508],2006-06-19 13:01:59.561,[ -3.2171 -41.8508],2006-06-19 13:01:59.561,SAA0K,SAOLUIS,-2.6,-44.19999999999999,269.754957819218,tw48-30dBG_B,1,val,98
365,410,[ -4.1554 -46.6041],2006-06-26 13:20:29.356,[ -4.1554 -46.6041],2006-06-26 13:20:29.356,SAA0K,SAOLUIS,-2.6,-44.19999999999999,317.99737085787206,tw48-30dBG_B,1,val,98
366,62,[ 7.5537 81.375 ],2006-04-13 04:55:00.625,[ 7.5537 81.375 ],2006-04-13 04:55:00.625,TM308,TRIVANDRUM,8.54,76.87,507.97298745444004,tw48-30dBG_B,1,val,98
367,27,[ 36.8556 -70.9142],2006-04-05 15:24:12.480,[ 36.8556 -70.9142],2006-04-05 15:24:12.480,WP937,WALLOPS IS,37.9,-75.5,421.46677906708004,tw48-30dBG_B,1,val,98
368,93,[ 36.0128 -80.3356],2006-04-19 16:01:12.064,[ 36.0128 -80.3356],2006-04-19 16:01:12.064,WP937,WALLOPS IS,37.9,-75.5,478.08594329467985,tw48-30dBG_B,1,val,98
369,231,[ 35.6055 -74.2668],2006-05-17 15:36:39.754,[ 35.6055 -74.2668],2006-05-17 15:36:39.754,WP937,WALLOPS IS,37.9,-75.5,277.7797284361033,tw48-30dBG_B,1,val,98
370,315,[ 36.9109 -72.3547],2006-06-05 15:30:12.746,[ 36.9109 -72.3547],2006-06-05 15:30:12.746,WP937,WALLOPS IS,37.9,-75.5,298.7770301772557,tw48-30dBG_B,1,val,98
371,319,[ 35.6623 -80.3757],2006-06-06 16:01:12.147,[ 35.6623 -80.3757],2006-06-06 16:01:12.147,WP937,WALLOPS IS,37.9,-75.5,500.35949106749575,tw48-30dBG_B,1,val,98
372,378,[ 35.8096 -74.2103],2006-06-18 15:36:41.934,[ 35.8096 -74.2103],2006-06-18 15:36:41.934,WP937,WALLOPS IS,37.9,-75.5,259.2154593858778,tw48-30dBG_B,1,val,98
373,403,[ 36.3575 -70.9633],2006-06-24 15:24:12.327,[ 36.3575 -70.9633],2006-06-24 15:24:12.327,WP937,WALLOPS IS,37.9,-75.5,437.1754269237112,tw48-30dBG_B,1,val,98
374,157,[  38.6827 -106.9205],2006-08-03 17:50:12.324,[  38.6827 -106.9205],2006-08-03 17:50:12.324,BC840,BOULDER,40.0,-105.30000000000001,202.17047519147113,tw48-30dBG_B,2,val,98
375,450,[ 29.6634 -88.0834],2006-09-30 16:27:15.314,[ 29.6634 -88.0834],2006-09-30 16:27:15.314,EG931,EGLIN AFB,30.5,-86.5,178.50432216396996,tw48-30dBG_B,2,val,98
376,349,[6.6799 3.2116],2006-09-11 10:07:26.774,[6.6799 3.2116],2006-09-11 10:07:26.774,IL008,ILORIN,8.5,4.5,247.23428632782537,tw48-30dBG_B,2,val,98
377,450,[-15.1948 -73.4757],2006-09-30 15:01:33.091,[-15.1948 -73.4757],2006-09-30 15:01:33.091,JI91J,JICAMARCA,-12.0,-76.80000000000001,505.21709985695173,tw48-30dBG_B,2,val,98
378,172,[-25.8137  19.1419],2006-08-07 08:44:13.952,[-25.8137  19.1419],2006-08-07 08:44:13.952,LV12P,LOUISVALE,-28.5,21.2,361.4846635702985,tw48-30dBG_B,2,val,98
379,172,[33.6869 32.5776],2006-08-07 08:27:51.246,[33.6869 32.5776],2006-08-07 08:27:51.246,NI135,NICOSIA,35.03,33.16,158.62535985301716,tw48-30dBG_B,2,val,98
380,450,[ 22.0653 -65.4277],2006-09-30 14:51:18.166,[ 14.7159 -67.0906],2006-09-30 14:53:19.474,PRJ18,RAMEY,18.5,-67.10000000000002,420.77449472543384,tw48-30dBG_B,2,val,98
381,231,[ 6.461  73.6764],2006-08-20 05:25:28.691,[ 6.461  73.6764],2006-08-20 05:25:28.691,TM308,TRIVANDRUM,8.54,76.87,421.16866606665934,tw48-30dBG_B,2,val,98
382,413,[ 6.7818 75.2122],2006-09-24 05:19:28.658,[ 6.7818 75.2122],2006-09-24 05:19:28.658,TM308,TRIVANDRUM,8.54,76.87,267.5738094712356,tw48-30dBG_B,2,val,98
383,153,[ -5.3853 -17.8307],2006-11-10 11:24:32.892,[ -5.3853 -17.8307],2006-11-10 11:24:32.892,AS00Q,ASCENSION ISLAND,-7.95,-14.399999999999977,474.2004102367589,tw48-30dBG_B,3,val,98
384,327,[ -5.5414 -16.3936],2006-12-15 11:18:29.986,[ -5.5414 -16.3936],2006-12-15 11:18:29.986,AS00Q,ASCENSION ISLAND,-7.95,-14.399999999999977,346.67820220110775,tw48-30dBG_B,3,val,98
385,326,[38.6802 18.4416],2006-12-15 09:28:17.110,[38.6802 18.4416],2006-12-15 09:28:17.110,AT138,ATHENS,38.0,23.5,447.54328418366265,tw48-30dBG_B,3,val,98
386,327,[-18.4596 -43.7108],2006-12-15 13:00:05.795,[-25.8879 -45.4516],2006-12-15 13:02:08.675,CAJ2M,CACHOEIRA PAULISTA,-22.7,-45.0,357.42011639777746,tw48-30dBG_B,3,val,98
387,153,[39.2522 -7.3619],2006-11-10 11:12:15.612,[39.2522 -7.3619],2006-11-10 11:12:15.612,EA036,EL ARENOSILLO,37.1,-6.699999999999989,246.2064851012515,tw48-30dBG_B,3,val,98
388,327,[38.9226 -5.9951],2006-12-15 11:06:15.608,[38.9226 -5.9951],2006-12-15 11:06:15.608,EA036,EL ARENOSILLO,37.1,-6.699999999999989,211.86226203863708,tw48-30dBG_B,3,val,98
389,327,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,FZA0M,FORTALEZA,-3.9,-38.39999999999998,234.62954887725314,tw48-30dBG_B,3,val,98
390,57,[6.3392e+00 2.0000e-04],2006-10-23 10:19:58.091,[6.3392e+00 2.0000e-04],2006-10-23 10:19:58.091,IL008,ILORIN,8.5,4.5,551.2512297898633,tw48-30dBG_B,3,val,98
391,153,[7.3866 9.3714],2006-11-10 09:42:59.627,[7.3866 9.3714],2006-11-10 09:42:59.627,IL008,ILORIN,8.5,4.5,550.5668563704047,tw48-30dBG_B,3,val,98
392,214,[ 13.5332 165.386 ],2006-11-24 23:22:26.920,[  6.0843 163.7879],2006-11-24 23:24:29.800,KJ609,KWAJALEIN,9.0,167.2,496.5392547936355,tw48-30dBG_B,3,val,98
393,57,[-25.4774  17.5593],2006-10-23 08:50:41.025,[-25.4774  17.5593],2006-10-23 08:50:41.025,LV12P,LOUISVALE,-28.5,21.2,492.9838682393373,tw48-30dBG_B,3,val,98
394,387,[-31.7212  25.0467],2006-12-28 08:15:45.197,[-31.7212  25.0467],2006-12-28 08:15:45.197,LV12P,LOUISVALE,-28.5,21.2,514.8978602838366,tw48-30dBG_B,3,val,98
395,326,[-24.5476  28.4056],2006-12-15 08:07:39.008,[-24.5476  28.4056],2006-12-15 08:07:39.008,MU12K,MADIMBO,-22.39,30.88,348.197640157934,tw48-30dBG_B,3,val,98
396,387,[-24.3041  26.9105],2006-12-28 08:13:42.317,[-24.3041  26.9105],2006-12-28 08:13:42.317,MU12K,MADIMBO,-22.39,30.88,457.7034465147872,tw48-30dBG_B,3,val,98
397,57,[34.0182 30.9926],2006-10-23 08:34:18.431,[34.0182 30.9926],2006-10-23 08:34:18.431,NI135,NICOSIA,35.03,33.16,228.2107126581267,tw48-30dBG_B,3,val,98
398,327,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,[ -3.5773 -40.4897],2006-12-15 12:56:00.035,SAA0K,SAOLUIS,-2.6,-44.19999999999999,426.05459446656477,tw48-30dBG_B,3,val,98
399,428,[ 38.2312 -99.9456],2007-03-30 17:20:12.893,[ 38.2312 -99.9456],2007-03-30 17:20:12.893,BC840,BOULDER,40.0,-105.30000000000001,501.95841888118474,tw48-30dBG_B,4,val,98
400,401,[7.0512 4.3851],2007-03-25 10:01:28.361,[7.0512 4.3851],2007-03-25 10:01:28.361,IL008,ILORIN,8.5,4.5,161.59599119436814,tw48-30dBG_B,4,val,98
401,226,[ 13.5192 165.2167],2007-02-12 23:22:26.932,[  6.07   163.6202],2007-02-12 23:24:29.812,KJ609,KWAJALEIN,9.0,167.2,511.6973362585471,tw48-30dBG_B,4,val,98
402,401,[-25.0692  21.907 ],2007-03-25 08:32:16.278,[-32.4851  20.0264],2007-03-25 08:34:19.158,LV12P,LOUISVALE,-28.5,21.2,387.88631232762987,tw48-30dBG_B,4,val,98
403,401,[34.4372 35.3277],2007-03-25 08:15:53.574,[34.4372 35.3277],2007-03-25 08:15:53.574,NI135,NICOSIA,35.03,33.16,208.76087711793622,tw48-30dBG_B,4,val,98
404,199,[  32.975  -119.6539],2007-02-06 18:35:13.687,[  32.975  -119.6539],2007-02-06 18:35:13.687,PA836,PT ARGUELLO,34.8,-120.5,217.43846270786509,tw48-30dBG_B,4,val,98
405,428,[  32.8602 -125.9784],2007-03-30 18:59:44.449,[  32.8602 -125.9784],2007-03-30 18:59:44.449,PA836,PT ARGUELLO,34.8,-120.5,549.9790729387132,tw48-30dBG_B,4,val,98
406,345,[ 36.8459 -77.3113],2007-03-11 15:48:42.550,[ 36.8459 -77.3113],2007-03-11 15:48:42.550,WP937,WALLOPS IS,37.9,-75.5,198.37953379898374,tw48-30dBG_B,4,val,98
407,273,[ -5.3238 -18.3696],2007-05-21 11:24:33.780,[ -5.3238 -18.3696],2007-05-21 11:24:33.780,AS00Q,ASCENSION ISLAND,-7.95,-14.399999999999977,526.7554329275308,tw48-30dBG_B,5,val,98
408,43,[38.0568 19.4507],2007-04-09 09:22:19.486,[38.0568 19.4507],2007-04-09 09:22:19.486,AT138,ATHENS,38.0,23.5,354.7022095049779,tw48-30dBG_B,5,val,98
409,258,[  38.7784 -107.6505],2007-05-18 17:50:43.551,[  38.7784 -107.6505],2007-05-18 17:50:43.551,BC840,BOULDER,40.0,-105.30000000000001,243.40668638524903,tw48-30dBG_B,5,val,98
410,447,[  38.8357 -106.2902],2007-06-22 17:44:43.638,[  38.8357 -106.2902],2007-06-22 17:44:43.638,BC840,BOULDER,40.0,-105.30000000000001,154.90472560176767,tw48-30dBG_B,5,val,98
411,258,[ 29.3837 -85.7357],2007-05-18 16:15:16.405,[ 29.3837 -85.7357],2007-05-18 16:15:16.405,EG931,EGLIN AFB,30.5,-86.5,144.3278467785992,tw48-30dBG_B,5,val,98
412,447,[ 29.4351 -84.3789],2007-06-22 16:09:16.492,[ 29.4351 -84.3789],2007-06-22 16:09:16.492,EG931,EGLIN AFB,30.5,-86.5,236.14826007965763,tw48-30dBG_B,5,val,98
413,273,[39.3172 -7.9192],2007-05-21 11:12:16.500,[39.3172 -7.9192],2007-05-21 11:12:16.500,EA036,EL ARENOSILLO,37.1,-6.699999999999989,268.56330436239375,tw48-30dBG_B,5,val,98
414,238,[ 20.6062 106.7156],2007-05-15 03:19:28.565,[ 20.6062 106.7156],2007-05-15 03:19:28.565,HA419,HAINAN,19.4,109.0,273.78533007148934,tw48-30dBG_B,5,val,98
415,325,[ 20.5823 106.6408],2007-05-31 03:19:29.031,[ 20.5823 106.6408],2007-05-31 03:19:29.031,HA419,HAINAN,19.4,109.0,279.38099218753575,tw48-30dBG_B,5,val,98
416,379,[ 21.1252 111.3223],2007-06-09 03:00:57.182,[ 21.1252 111.3223],2007-06-09 03:00:57.182,HA419,HAINAN,19.4,109.0,308.9935845176896,tw48-30dBG_B,5,val,98
417,399,[ 21.1614 105.1837],2007-06-13 03:25:27.648,[ 21.1614 105.1837],2007-06-13 03:25:27.648,HA419,HAINAN,19.4,109.0,443.595500963631,tw48-30dBG_B,5,val,98
418,484,[ 20.5179 104.8857],2007-06-29 03:25:57.159,[ 20.5179 104.8857],2007-06-29 03:25:57.159,HA419,HAINAN,19.4,109.0,447.59860135159204,tw48-30dBG_B,5,val,98
419,0,[ 40.936 130.67 ],2007-04-01 02:00:19.187,[ 33.5212 128.4927],2007-04-01 02:02:22.067,IC437,I-CHEON,37.14,127.54,411.5616292628573,tw48-30dBG_B,5,val,98
420,464,[ 33.5446 131.1353],2007-06-26 01:50:21.342,[ 33.5446 131.1353],2007-06-26 01:50:21.342,IC437,I-CHEON,37.14,127.54,515.8271278488177,tw48-30dBG_B,5,val,98
421,273,[7.5238 8.8425],2007-05-21 09:42:59.300,[7.5238 8.8425],2007-05-21 09:42:59.300,IL008,ILORIN,8.5,4.5,490.3097394861898,tw48-30dBG_B,5,val,98
422,0,[ 33.5212 128.4927],2007-04-01 02:02:22.067,[ 33.5212 128.4927],2007-04-01 02:02:22.067,JJ433,JEJU,33.43,126.3,203.62206399732236,tw48-30dBG_B,5,val,98
423,464,[ 33.5446 131.1353],2007-06-26 01:50:21.342,[ 33.5446 131.1353],2007-06-26 01:50:21.342,JJ433,JEJU,33.43,126.3,448.5544703175354,tw48-30dBG_B,5,val,98
424,264,[ -7.3702 -77.0066],2007-05-19 15:17:58.606,[-14.852  -78.6175],2007-05-19 15:20:02.144,JI91J,JICAMARCA,-12.0,-76.80000000000001,373.0980710388955,tw48-30dBG_B,5,val,98
425,88,[  6.0407 163.3897],2007-04-17 23:24:30.455,[  6.0407 163.3897],2007-04-17 23:24:30.455,KJ609,KWAJALEIN,9.0,167.2,533.547859086753,tw48-30dBG_B,5,val,98
426,0,[-18.4335 116.8703],2007-04-01 02:16:39.761,[-25.8625 115.1331],2007-04-01 02:18:42.641,LM42B,LEARMONTH,-21.8,114.1,463.78302613517417,tw48-30dBG_B,5,val,98
427,43,[-17.8284  31.185 ],2007-04-09 07:59:39.842,[-25.2575  29.4585],2007-04-09 08:01:42.722,MU12K,MADIMBO,-22.39,30.88,350.0961462877486,tw48-30dBG_B,5,val,98
428,238,[ 5.4631 78.9014],2007-05-15 05:01:40.992,[ 5.4631 78.9014],2007-05-15 05:01:40.992,TM308,TRIVANDRUM,8.54,76.87,409.0340360728165,tw48-30dBG_B,5,val,98
429,261,[ 6.0408 72.8785],2007-05-19 05:26:02.100,[ 6.0408 72.8785],2007-05-19 05:26:02.100,TM308,TRIVANDRUM,8.54,76.87,520.5878336037337,tw48-30dBG_B,5,val,98
430,399,[ 6.5902 77.4793],2007-06-13 05:07:30.667,[ 6.5902 77.4793],2007-06-13 05:07:30.667,TM308,TRIVANDRUM,8.54,76.87,226.97132600414594,tw48-30dBG_B,5,val,98
431,484,[ 5.7861 77.1592],2007-06-29 05:08:02.945,[ 5.7861 77.1592],2007-06-29 05:08:02.945,TM308,TRIVANDRUM,8.54,76.87,307.87756835775883,tw48-30dBG_B,5,val,98
432,379,[ 28.5647 113.1126],2007-06-09 02:58:54.302,[ 28.5647 113.1126],2007-06-09 02:58:54.302,WU430,WUHAN,30.5,114.4,248.63597409019135,tw48-30dBG_B,5,val,98
433,105,[-10.7144 -13.9168],2007-07-20 11:02:35.183,[-10.7144 -13.9168],2007-07-20 11:02:35.183,AS00Q,ASCENSION ISLAND,-7.95,-14.399999999999977,311.92553608673563,tw48-30dBG_B,6,val,98
434,105,[39.2551 22.1695],2007-07-20 09:10:47.329,[39.2551 22.1695],2007-07-20 09:10:47.329,AT138,ATHENS,38.0,23.5,181.20063297644398,tw48-30dBG_B,6,val,98
435,75,[  36.9976 -104.0583],2007-07-14 17:33:43.510,[  36.9976 -104.0583],2007-07-14 17:33:43.510,BC840,BOULDER,40.0,-105.30000000000001,350.89268386478255,tw48-30dBG_B,6,val,98
436,75,[ 29.4035 -81.609 ],2007-07-14 15:57:46.363,[ 29.4035 -81.609 ],2007-07-14 15:57:46.363,EG931,EGLIN AFB,30.5,-86.5,486.6909290668219,tw48-30dBG_B,6,val,98
437,105,[33.9049 -3.8886],2007-07-20 10:50:18.595,[33.9049 -3.8886],2007-07-20 10:50:18.595,EA036,EL ARENOSILLO,37.1,-6.699999999999989,436.97240010941897,tw48-30dBG_B,6,val,98
438,97,[  6.0409 168.8649],2007-07-18 23:01:00.526,[  6.0409 168.8649],2007-07-18 23:01:00.526,KJ609,KWAJALEIN,9.0,167.2,376.75352805064796,tw48-30dBG_B,6,val,98
439,468,[  7.7652 162.8872],2007-09-24 23:24:30.999,[  7.7652 162.8872],2007-09-24 23:24:30.999,KJ609,KWAJALEIN,9.0,167.2,493.8956850946296,tw48-30dBG_B,6,val,98
440,457,[-24.0352  31.9193],2007-09-22 07:49:39.898,[-24.0352  31.9193],2007-09-22 07:49:39.898,MU12K,MADIMBO,-22.39,30.88,211.5316955322883,tw48-30dBG_B,6,val,98
441,453,[33.1067 27.8617],2007-09-21 08:41:21.807,[33.1067 27.8617],2007-09-21 08:41:21.807,NI135,NICOSIA,35.03,33.16,532.7321846145448,tw48-30dBG_B,6,val,98
442,52,[ 36.3107 -73.5621],2007-07-10 15:31:12.826,[ 36.3107 -73.5621],2007-07-10 15:31:12.826,WP937,WALLOPS IS,37.9,-75.5,246.49304926529837,tw48-30dBG_B,6,val,98
443,75,[ 36.8287 -79.595 ],2007-07-14 15:55:43.483,[ 36.8287 -79.595 ],2007-07-14 15:55:43.483,WP937,WALLOPS IS,37.9,-75.5,380.9641811565902,tw48-30dBG_B,6,val,98
444,399,[ 36.2742 -73.89  ],2007-09-12 15:31:12.791,[ 36.2742 -73.89  ],2007-09-12 15:31:12.791,WP937,WALLOPS IS,37.9,-75.5,230.37479457716725,tw48-30dBG_B,6,val,98
445,256,[39.1802 26.3444],2007-11-18 08:51:17.126,[39.1802 26.3444],2007-11-18 08:51:17.126,AT138,ATHENS,38.0,23.5,279.8687306276356,tw48-30dBG_B,7,val,98
446,367,[  37.0453 -103.1406],2007-12-08 17:26:43.123,[  37.0453 -103.1406],2007-12-08 17:26:43.123,BC840,BOULDER,40.0,-105.30000000000001,378.4304930489804,tw48-30dBG_B,7,val,98
447,405,[ 40.5995 130.7375],2007-12-16 01:54:18.870,[ 33.1831 128.5801],2007-12-16 01:56:21.750,IC437,I-CHEON,37.14,127.54,450.0224464375906,tw48-30dBG_B,7,val,98
448,405,[ 33.1831 128.5801],2007-12-16 01:56:21.750,[ 33.1831 128.5801],2007-12-16 01:56:21.750,JJ433,JEJU,33.43,126.3,213.6578695544398,tw48-30dBG_B,7,val,98
449,35,[  6.7381 168.7963],2007-10-06 23:00:00.884,[  6.7381 168.7963],2007-10-06 23:00:00.884,KJ609,KWAJALEIN,9.0,167.2,306.87133495711254,tw48-30dBG_B,7,val,98
450,204,[ 12.9439 170.0124],2007-11-07 22:57:58.041,[  5.4942 168.4234],2007-11-07 23:00:00.921,KJ609,KWAJALEIN,9.0,167.2,412.5178709278644,tw48-30dBG_B,7,val,98
451,239,[  6.9672 164.0881],2007-11-14 23:18:00.771,[  6.9672 164.0881],2007-11-14 23:18:00.771,KJ609,KWAJALEIN,9.0,167.2,410.4934912559159,tw48-30dBG_B,7,val,98
452,254,[  6.538  165.5063],2007-11-17 23:12:00.948,[  6.538  165.5063],2007-11-17 23:12:00.948,KJ609,KWAJALEIN,9.0,167.2,331.3013084162063,tw48-30dBG_B,7,val,98
453,409,[  7.366  163.9312],2007-12-16 23:18:00.738,[  7.366  163.9312],2007-12-16 23:18:00.738,KJ609,KWAJALEIN,9.0,167.2,403.0377058184485,tw48-30dBG_B,7,val,98
454,405,[-18.7752 116.9973],2007-12-16 02:10:39.443,[-26.2043 115.2578],2007-12-16 02:12:42.323,LM42B,LEARMONTH,-21.8,114.1,452.1137286296762,tw48-30dBG_B,7,val,98
