Time,lat,long,depth,mag
2006-01-04T13:01:33.190Z,-22.855,-66.172,242.8,5.5
2006-01-05T05:07:28.950Z,21.922,-108.509,10,5
2006-01-05T08:40:45.760Z,-56.552,-24.954,10,5.7
2006-01-05T22:51:15.890Z,-36.399,-73.224,23.9,5.2
2006-01-05T23:16:49.170Z,-15.642,-73.944,68.8,5
2006-01-06T03:39:58.550Z,6.635,-82.337,7.4,6.1
2006-01-06T04:25:05.750Z,12.235,95.2,25.1,5.4
2006-01-06T06:27:59.580Z,6.956,-34.468,10,5.4
2006-01-07T02:23:43.590Z,52.415,173.613,30.8,5.5
2006-01-07T18:55:38.992Z,56.0781,-157.0841,47,5.1
2006-01-08T11:34:55.640Z,36.311,23.212,66,6.7
2006-01-09T02:40:25.440Z,13.425,120.43,41.7,5.3
2006-01-09T16:40:44.260Z,37.05,-14.121,10,5.3
2006-01-09T20:59:38.340Z,-6.099,29.743,25.6,5.3
2006-01-10T01:09:34.190Z,37.057,-14.133,10,5.5
2006-01-10T03:14:41.890Z,6.679,-72.911,163.2,5
2006-01-11T00:46:42.450Z,0.117,97.904,22.7,5.1
2006-01-11T10:02:32.560Z,43.507,-127.266,10,5.6
2006-01-13T09:17:56.910Z,-17.757,-173.216,10,5.4
2006-01-13T10:49:54.500Z,0.982,97.532,40.4,5.1
2006-01-13T12:46:12.740Z,-16.574,-172.816,43.6,5.4
2006-01-14T23:13:37.900Z,14.03,145.187,123,5
2006-01-15T06:49:41.640Z,-54.043,6.977,10,5.1
2006-01-15T11:58:29.120Z,-7.826,122.597,264.8,6.1
2006-01-16T00:42:36.880Z,-15.392,-173.421,10,5.2
2006-01-18T03:52:51.570Z,21.401,144.194,139.2,5.4
2006-01-18T13:45:08.770Z,-19.415,-175.937,236.8,5
2006-01-18T14:03:24.610Z,-7.21,122.653,586.3,5.3
2006-01-18T14:25:27.590Z,37.774,142.131,25.8,5.7
2006-01-18T18:59:56.100Z,16.855,-94.445,121.3,5
2006-01-18T23:43:06.280Z,-36.411,-100.496,10,5.8
2006-01-19T05:37:36.150Z,-16.04,-173.881,89.9,5.2
2006-01-20T01:38:33.400Z,18.714,-107.163,38.2,5.1
2006-01-20T08:53:52.940Z,31.066,-41.422,10,5.7
2006-01-20T17:51:51.990Z,-22.399,173.967,10,5.7
2006-01-20T20:26:51.270Z,-6.082,113.064,579.6,5.2
2006-01-21T04:07:03.710Z,13.002,93.245,44,5.6
2006-01-21T05:05:55.370Z,-13.112,167.01,176.7,5.2
2006-01-21T15:39:28.020Z,-5.146,145.344,80.6,5.4
2006-01-22T11:15:44.900Z,-22.215,173.654,62.3,5.2
2006-01-22T11:37:24.450Z,-23.017,-178.05,245.1,5.2
2006-01-23T06:02:58.140Z,-17.391,167.715,23,6.4
2006-01-23T13:16:34.590Z,-25.326,178.316,592.7,5.6
2006-01-23T14:20:00.970Z,6.592,126.437,71.1,5.2
2006-01-23T20:50:44.980Z,6.864,-77.793,14,6.2
2006-01-23T20:52:30.250Z,6.847,-77.974,10,5.5
2006-01-24T00:36:49.270Z,25.83,142.633,33.2,5.3
2006-01-24T02:15:44.830Z,6.909,-77.652,24.2,5.3
2006-01-24T04:27:08.360Z,-54.16,-135.746,10,5.5
2006-01-24T07:49:24.290Z,10.91,143.943,33,5.2
2006-01-25T01:10:48.280Z,-17.312,167.566,35,5.1
2006-01-26T01:16:15.990Z,-30.688,-177.791,10,5.6
2006-01-26T06:32:16.610Z,-30.445,-177.913,43,5
2006-01-26T10:43:26.090Z,-65.417,179.489,10,5.6
2006-01-26T23:58:01.780Z,-4.777,102.821,54.4,5.3
2006-01-27T16:58:53.670Z,-5.473,128.131,397,7.6
2006-01-27T22:34:46.940Z,-23.294,-177.389,35,5
2006-01-28T01:53:04.710Z,-5.055,104.154,21.4,5.7
2006-01-29T08:26:25.550Z,-23.723,-177.243,48,5.1
2006-01-29T11:44:21.320Z,-16.817,-177.425,393.9,5.2
2006-01-29T17:49:14.160Z,6.746,-77.699,17.6,5.2
2006-01-30T21:24:18.170Z,-49.775,117.636,10,5.3
2006-01-31T16:40:50.520Z,1.658,118.009,10,5.4
2006-01-31T19:15:51.590Z,2.703,96.073,20,5.9
2006-01-31T19:23:59.020Z,38.321,142.342,41.8,5.3
2006-01-31T20:02:12.920Z,30.005,139.911,69.7,5
2006-02-01T11:35:53.710Z,35.641,139.812,103.5,5.1
2006-02-01T18:28:48.690Z,-22.189,-179.646,599.5,5.4
2006-02-01T19:16:07.870Z,-49.729,117.573,10,5
2006-02-02T07:13:11.440Z,-21.178,169.609,44.7,5.6
2006-02-02T12:02:10.390Z,-17.153,-69.803,39.6,5.3
2006-02-02T12:48:43.440Z,-17.747,-178.39,597.5,6.7
2006-02-02T13:34:47.910Z,-24,-115.364,10,5.1
2006-02-03T04:37:36.360Z,36.156,141.449,28,5.7
2006-02-03T04:39:27.470Z,36.582,141.462,31.5,5.1
2006-02-03T06:10:06.050Z,36.175,141.517,36.8,5.3
2006-02-03T14:20:49.580Z,-17.912,-178.614,573.3,5.4
2006-02-03T16:00:12.460Z,-16.361,-173.747,82.4,5.6
2006-02-03T20:34:10.980Z,11.86,92.372,19,6.1
2006-02-04T06:53:41.100Z,-55.892,-27.915,108.9,5
2006-02-04T09:17:04.090Z,1.093,-90.46,10,5.9
2006-02-04T14:29:55.450Z,59.125,-30.89,10,5.3
2006-02-04T15:35:50.160Z,-30.293,-177.679,10,5.1
2006-02-04T23:01:41.060Z,1.674,125.56,10,5.3
2006-02-05T08:17:01.373Z,66.2968,-142.6856,9.2,5.4
2006-02-05T12:29:48.280Z,-26.142,178.282,631.6,5.4
2006-02-05T16:15:17.764Z,59.3935,-151.747,47.8,5
2006-02-05T16:43:32.339Z,66.3154,-142.5547,1.8,5.1
2006-02-05T18:03:23.040Z,-23.814,-67.871,110.3,5
2006-02-06T03:04:03.790Z,-6.05,150.013,34.9,5.6
2006-02-06T04:08:03.070Z,42.653,43.525,17,5.3
2006-02-06T05:51:33.070Z,56.188,164.198,24.9,5.7
2006-02-06T07:05:02.280Z,2.224,96.446,27,5.1
2006-02-06T11:34:56.010Z,-14.719,-177.413,10,5.3
2006-02-06T16:28:47.540Z,-5.101,134.035,35,5
2006-02-06T23:55:10.880Z,1.607,97.101,26.7,5.2
2006-02-07T08:56:01.530Z,-58.692,-25.704,88.7,5.2
2006-02-07T09:10:27.580Z,-11.838,166.42,57.3,5.1
2006-02-07T10:14:27.340Z,-18.235,168.09,59.1,5.6
2006-02-07T11:50:07.800Z,48.422,156.735,41.4,5
2006-02-07T17:56:09.770Z,-0.765,123.064,60.5,5
2006-02-07T21:02:30.090Z,-16.848,-173.629,47.9,5.2
2006-02-08T05:04:53.580Z,-54.502,143.812,10,5.9
2006-02-08T06:39:39.590Z,-53.874,140.786,10,5.1
2006-02-08T07:44:51.780Z,-7.147,127.736,239.5,5.5
2006-02-09T00:05:08.310Z,-7.694,121.646,365.9,5.5
2006-02-09T05:44:30.430Z,-4.81,133.063,30,5.2
2006-02-09T11:29:13.300Z,-57.211,-141.265,10,5.5
2006-02-10T04:14:22.200Z,27.828,-90.21,5,5.3
2006-02-10T16:09:39.800Z,-14.631,167.397,143.3,5.1
2006-02-10T17:51:54.310Z,-32.524,-71.394,32.8,5.2
2006-02-11T04:57:54.160Z,3.585,126.526,64.8,5.1
2006-02-11T07:29:07.770Z,9.973,56.833,10,5
2006-02-13T03:23:35.610Z,-62.21,-158.188,10,5.4
2006-02-13T09:32:08.640Z,2.858,95.451,25,5
2006-02-13T10:46:05.010Z,-6.346,104.801,31.5,5.1
2006-02-13T12:05:43.300Z,2.415,96.249,26.7,5.1
2006-02-13T18:08:47.740Z,59.506,-30.3,10,5.3
2006-02-13T18:19:09.230Z,-7.448,126.516,291.2,5.1
2006-02-14T00:21:41.540Z,-49.336,121.476,10,5.2
2006-02-14T00:39:49.590Z,84.253,0.408,10,5.4
2006-02-14T00:55:25.060Z,27.382,88.388,30,5.3
2006-02-14T15:27:23.340Z,20.821,146.18,40,6.3
2006-02-14T19:32:07.670Z,-23.839,-177.623,112.8,5
2006-02-15T12:15:56.200Z,-40.22,173.4,179,5
2006-02-16T14:54:38.960Z,-15.98,-173.02,10,5.8
2006-02-17T02:13:29.880Z,24.021,141.489,160.5,5.6
2006-02-17T13:24:02.030Z,-1.48,-15.104,10,5.8
2006-02-18T02:47:19.460Z,9.107,126.689,53.1,5
2006-02-18T06:31:40.880Z,13.497,144.48,125.8,5
2006-02-18T14:59:04.950Z,-6.545,-11.063,10,5
2006-02-18T15:53:34.570Z,-16.797,167.207,22,5.9
2006-02-18T15:59:22.090Z,-5.193,152.053,44.2,6.2
2006-02-18T16:05:17.930Z,-5.244,152.248,64.6,5.1
2006-02-18T16:08:11.120Z,-5.08,152,77.9,5.2
2006-02-19T00:49:16.600Z,6.062,126.086,132.2,5.3
2006-02-20T02:44:38.180Z,-32.304,-178.468,30,5
2006-02-20T06:56:09.690Z,13.164,-87.561,10,5.5
2006-02-20T10:54:23.700Z,18.145,-100.754,51.1,5.2
2006-02-20T19:26:49.620Z,-10.209,-13.368,10,5.2
2006-02-20T19:27:32.980Z,-10.486,-13.13,10,5.1
2006-02-20T23:31:53.780Z,1.928,126.531,26.1,5
2006-02-21T04:44:08.740Z,36.054,142.319,31.9,5.2
2006-02-21T21:00:22.210Z,-10.285,-75.446,13.7,5.1
2006-02-22T08:16:16.730Z,-23.576,-179.628,534.1,5.1
2006-02-22T22:19:07.800Z,-21.324,33.583,11,7
2006-02-22T22:26:52.650Z,-21.214,33.314,10,5.4
2006-02-23T01:17:53.260Z,-21.677,33.44,10,5
2006-02-23T01:23:42.200Z,-21.371,33.525,10,5.7
2006-02-23T02:22:07.710Z,-21.423,33.488,10,5.3
2006-02-23T04:04:05.020Z,-54.669,1.765,10,6.2
2006-02-23T20:04:53.550Z,26.912,91.705,10,5.8
2006-02-23T20:07:26.170Z,26.863,91.632,10,5.2
2006-02-23T21:32:05.620Z,-21.309,33.536,10,5.1
2006-02-24T03:00:20.810Z,-10.628,164.384,41.3,5.5
2006-02-24T14:15:45.210Z,-17.995,-179.59,622.4,6.1
2006-02-25T00:16:19.900Z,-20.363,67.918,20.8,5
2006-02-25T14:49:43.790Z,12.152,141.239,59.9,5.3
2006-02-25T21:39:56.700Z,-19.009,-175.721,150,5.2
2006-02-25T23:05:01.580Z,-62.673,165.231,20.3,5.4
2006-02-26T02:13:50.400Z,35.28,89.598,10,5.4
2006-02-26T03:08:27.810Z,-23.607,-179.989,535.2,6.4
2006-02-26T04:18:42.110Z,-15.283,-176.239,32.5,6
2006-02-26T14:42:59.610Z,-8.66,106.04,3.6,5.4
2006-02-26T19:27:27.210Z,-6.991,125.115,525.5,5.3
2006-02-26T20:04:24.210Z,-23.317,-179.773,546.3,5.2
2006-02-26T21:32:49.260Z,5.609,94.688,30,5.2
2006-02-28T00:32:37.160Z,-22.708,-175.786,10,5.2
2006-02-28T02:45:16.060Z,-35.444,54.243,10,5.1
2006-02-28T07:31:02.650Z,28.12,56.865,18,6
2006-03-01T09:36:40.180Z,35.286,89.541,5.6,5.1
2006-03-01T11:04:12.190Z,13.459,120.515,22.3,5.8
2006-03-01T14:36:02.460Z,2.667,95.898,20.3,5
2006-03-01T20:21:43.710Z,-18.232,-69.025,126.9,5.1
2006-03-02T07:47:56.740Z,-15.493,-175.998,20,5.2
2006-03-02T15:24:57.110Z,-18.018,-178.408,612,5.5
2006-03-02T17:15:45.810Z,4.964,94.488,30,5.2
2006-03-02T23:35:44.000Z,19.358,-63.787,24.8,5.6
2006-03-03T01:36:06.530Z,21.116,94.469,112.8,5.2
2006-03-03T13:09:31.170Z,19.06,-63.68,39.3,5.1
2006-03-03T13:25:14.590Z,-27.545,-176.245,61.5,5
2006-03-03T23:36:27.980Z,-55.695,-4.232,10,6
2006-03-04T00:53:31.780Z,1.133,-27.879,10,5.6
2006-03-04T08:11:37.030Z,12.598,-89.356,27.8,5.7
2006-03-04T18:38:14.750Z,33.689,137.371,338,5.2
2006-03-05T05:28:31.730Z,-3.382,-76.908,113.7,5.2
2006-03-05T08:07:56.570Z,-20.118,-175.661,205.8,6.1
2006-03-05T10:42:15.530Z,64.911,-129.18,5.7,5.6
2006-03-05T17:12:52.070Z,-15.608,-174.548,10,5.6
2006-03-05T19:01:21.990Z,-56.038,-27.384,122.7,5
2006-03-06T18:13:08.430Z,-40.103,78.486,10,6.2
2006-03-07T01:46:25.750Z,-4.484,152.374,94.5,5.3
2006-03-07T04:53:31.990Z,3.445,128.142,128.2,5.1
2006-03-07T06:28:55.050Z,-14.805,167.368,136.2,6.2
2006-03-07T07:10:50.150Z,-40.134,78.555,10,5.8
2006-03-07T18:20:46.110Z,23.777,70.899,10,5.5
2006-03-08T06:33:38.240Z,3.999,96.255,30,5.4
2006-03-08T06:35:48.710Z,44.138,148.378,37.2,5
2006-03-08T15:56:18.380Z,-22.348,171.514,145.1,5.3
2006-03-09T08:23:55.340Z,44.99,151.73,56.7,5
2006-03-09T09:59:53.020Z,-59.542,-29.66,10,5.9
2006-03-09T14:57:09.390Z,10.698,93.901,15.1,5.1
2006-03-09T15:00:40.840Z,8.922,94.599,18.6,5.1
2006-03-09T15:03:12.610Z,10.736,94.275,15.7,5.1
2006-03-09T15:12:02.630Z,10.789,94.45,20.8,5.2
2006-03-09T15:19:15.530Z,10.801,94.51,21.4,5.2
2006-03-09T15:46:51.630Z,10.725,94.359,22,5
2006-03-09T17:55:55.350Z,0.791,-26.125,10,6
2006-03-09T18:21:51.560Z,10.84,94.58,10,5.4
2006-03-09T18:26:27.320Z,10.659,94.239,10,5.3
2006-03-09T19:15:26.660Z,10.707,94.536,10,5
2006-03-09T19:15:43.700Z,10.719,94.335,22.4,5.2
2006-03-09T20:25:46.140Z,10.712,94.429,20.8,5.2
2006-03-09T21:37:00.950Z,10.708,94.359,18,5.3
2006-03-09T22:30:46.630Z,10.73,94.358,10,5.2
2006-03-10T04:05:42.660Z,10.716,94.256,23.7,5.4
2006-03-10T04:43:33.640Z,10.632,94.284,22.7,5.2
2006-03-10T05:06:09.400Z,10.55,94.258,22.6,5.1
2006-03-10T10:12:18.630Z,-60.419,-46.505,10,6.1
2006-03-10T12:03:58.220Z,10.689,94.4,21.8,5.2
2006-03-11T10:39:04.290Z,10.62,94.214,25.2,5
2006-03-11T11:48:51.750Z,10.641,94.23,24.9,5
2006-03-11T22:06:39.070Z,40.079,142.364,3.3,5
2006-03-12T17:11:18.030Z,-33.227,56.95,10,5.6
2006-03-12T20:54:53.490Z,-5.075,153.657,47.3,5.8
2006-03-12T22:59:20.940Z,13.879,93.638,44.1,5.2
2006-03-13T04:06:09.350Z,36.057,141.766,59,5.1
2006-03-13T04:15:33.930Z,36.041,141.528,33.9,5
2006-03-14T04:15:09.940Z,11.721,142.969,30.5,5
2006-03-14T04:37:26.780Z,-3.933,151.698,284.7,5.5
2006-03-14T05:29:05.540Z,-17.825,-176.677,35,5.1
2006-03-14T06:57:33.860Z,-3.595,127.214,30.1,6.7
2006-03-14T07:01:56.420Z,-3.441,127.34,30,5.4
2006-03-14T07:05:36.660Z,-3.359,127.278,30,5.1
2006-03-14T14:04:12.250Z,47.926,147.272,414,5.3
2006-03-14T23:31:42.320Z,19.431,-108.969,10,5.4
2006-03-15T02:01:26.930Z,-3.472,131.185,22.6,5
2006-03-15T05:27:54.370Z,-16.871,167.242,29.9,5.6
2006-03-15T11:52:54.070Z,-21.187,33.527,10,5.1
2006-03-15T14:19:48.000Z,-21.155,33.584,7,5.6
2006-03-16T05:43:09.700Z,-7.366,106.72,20.3,5
2006-03-16T13:59:22.000Z,10.798,94.426,23.4,5.4
2006-03-16T15:12:16.410Z,5.072,94.778,50.2,5
2006-03-17T13:07:20.570Z,-7.471,125.072,384.3,5.6
2006-03-17T13:35:33.320Z,-14.937,167.425,117,5.1
2006-03-17T13:48:16.560Z,-4.822,149.744,22.8,5.6
2006-03-17T14:21:35.040Z,-5.119,123.107,0.9,5.6
2006-03-17T19:46:11.510Z,-15.325,-175.732,10,5.6
2006-03-18T07:33:51.310Z,51.268,178.873,53.5,5.3
2006-03-18T14:13:37.670Z,-55.902,-27.632,92,5.1
2006-03-18T23:12:00.870Z,-56.402,-26.745,82.8,5.3
2006-03-19T04:24:32.470Z,4.134,96.048,48.7,5.2
2006-03-19T04:31:55.200Z,-58.051,-25.263,58.5,5.5
2006-03-19T04:36:27.160Z,2.94,93.972,28.4,5
2006-03-19T04:36:52.930Z,-13.425,172.392,10,5.9
2006-03-19T10:56:37.690Z,-22.303,170.532,9.2,5.5
2006-03-19T12:54:56.540Z,-16.729,-173.655,29.9,5
2006-03-19T20:01:59.470Z,-14.476,167.212,159.3,5
2006-03-19T21:57:09.110Z,10.718,94.35,10,5
2006-03-20T14:17:58.330Z,-5.809,151.195,25.9,5.5
2006-03-20T14:35:01.660Z,-5.873,151.236,24.1,5.2
2006-03-20T17:38:06.920Z,-23.797,179.893,521.6,5.8
2006-03-20T17:40:44.810Z,34.756,73.747,12,5.2
2006-03-20T19:44:25.190Z,36.623,5.328,10,5.2
2006-03-21T06:52:03.490Z,29.345,68.428,10,5.1
2006-03-22T05:42:02.540Z,40.744,-126.319,10,5
2006-03-22T10:08:49.280Z,2.719,95.681,25,5
2006-03-22T11:35:13.050Z,-21.344,33.258,10,5.2
2006-03-23T03:25:26.830Z,-30.116,-177.892,53.7,5.1
2006-03-23T13:57:41.600Z,-62.47,165.168,10,5.7
2006-03-24T12:27:05.380Z,-3.245,143.144,12,6.1
2006-03-24T14:08:26.290Z,-6.457,154.969,39.5,5.3
2006-03-24T17:46:49.780Z,-16.885,174.504,10,6
2006-03-25T03:16:05.360Z,41.749,-126.08,10,5.1
2006-03-25T07:28:57.650Z,27.574,55.685,18,5.9
2006-03-25T09:55:12.380Z,27.541,55.78,10,5.5
2006-03-25T10:00:36.600Z,27.47,55.8,15,5.2
2006-03-25T11:02:57.000Z,27.54,55.81,15,5
2006-03-25T20:13:30.720Z,23.184,93.851,61,5.1
2006-03-25T20:14:06.770Z,41.983,-125.902,10,5
2006-03-26T20:16:50.760Z,51.402,179.385,52.4,5.1
2006-03-27T01:10:32.100Z,7.075,-34.216,10,5.5
2006-03-27T02:50:26.370Z,32.602,132.157,34.8,5.5
2006-03-27T05:23:59.670Z,-20.799,-69.469,57.9,5.2
2006-03-27T13:10:27.290Z,-59.665,-26.083,44.8,5.3
2006-03-27T20:08:27.220Z,-17.748,-178.895,537.8,5.6
2006-03-27T23:43:39.000Z,12.078,121.401,32.1,5.6
2006-03-28T04:09:53.460Z,-56.61,-26.457,102.7,5.1
2006-03-28T13:32:47.620Z,31.713,137.746,401,5.9
2006-03-29T02:20:31.130Z,30.055,142.619,18.3,5
2006-03-29T06:38:23.970Z,-22.911,-175.109,46.4,5.3
2006-03-29T10:24:08.080Z,-22.749,-175.233,22,5
2006-03-29T10:43:28.560Z,-50.195,135.38,10,5.4
2006-03-29T15:58:22.410Z,-22.964,-175.186,25,5.1
2006-03-29T22:05:15.190Z,35.252,35.427,27.3,5
2006-03-29T23:38:56.250Z,35.255,95.653,35,5.3
2006-03-30T03:14:40.740Z,-1.311,-15.921,10,5.2
2006-03-30T19:36:17.260Z,33.56,48.751,10,5.1
2006-03-31T01:17:00.960Z,33.5,48.78,7,6.1
2006-03-31T07:25:05.100Z,-22.595,-177.678,276,5.1
2006-03-31T11:54:02.280Z,33.723,48.668,10,5.1
2006-03-31T13:21:00.250Z,-29.435,-176.768,13,6.5
2006-03-31T14:05:46.470Z,-29.429,-176.84,40,5.1
2006-03-31T15:43:53.250Z,-29.835,-176.746,10,5.5
2006-03-31T16:11:54.060Z,-29.828,-176.717,10,5.1
2006-03-31T20:38:31.770Z,-29.502,-176.663,10,5.2
2006-03-31T21:14:45.200Z,3.798,126.344,37,6.2
2006-04-01T03:40:45.910Z,-29.029,-176.941,10,5.1
2006-04-01T05:15:29.900Z,-29.621,-177.144,10,5.7
2006-04-01T05:44:18.630Z,18.589,145.252,531.5,5.4
2006-04-01T05:49:15.120Z,-29.821,-176.804,10,5.1
2006-04-01T06:25:43.670Z,-29.206,-177.195,39.6,5.3
2006-04-01T08:19:08.640Z,-29.249,-176.944,10,5.1
2006-04-01T08:51:37.990Z,-29.134,-177.18,55.2,5.1
2006-04-01T10:02:19.570Z,22.868,121.278,9,6.1
2006-04-01T10:32:24.180Z,-29.175,-176.952,10,5.4
2006-04-01T10:34:48.380Z,2.271,94.926,28,5.3
2006-04-01T11:29:55.290Z,-29.728,-177.119,10,5.5
2006-04-01T13:41:24.330Z,-29.912,-176.836,10,5.3
2006-04-01T13:43:31.600Z,-29.438,-177.062,16,5.5
2006-04-01T17:55:55.710Z,-29.562,-176.773,10,5.6
2006-04-01T20:02:13.230Z,-29.737,-177.076,14.4,5.3
2006-04-01T20:57:29.230Z,-19.087,-173.416,77.7,5
2006-04-01T21:16:09.800Z,-4.824,126.553,424.6,5.2
2006-04-01T21:44:29.870Z,3.782,126.407,45.5,5.6
2006-04-01T22:07:55.240Z,-29.825,-176.906,1.8,5
2006-04-02T04:55:33.810Z,-65.712,-176.131,10,5.3
2006-04-02T05:23:31.280Z,-4.972,152.445,63.8,5.2
2006-04-02T06:44:31.820Z,34.893,3.807,10,5.1
2006-04-02T08:30:27.160Z,2.412,96.394,26.7,5.4
2006-04-03T00:49:42.800Z,37.59,20.95,20,5
2006-04-03T01:28:00.430Z,-28.879,-177.332,10,5.1
2006-04-03T01:41:13.200Z,-29.214,-177.059,10,5.3
2006-04-03T16:04:31.300Z,-17.099,-176.933,35,5.3
2006-04-03T19:12:47.280Z,-10.853,165.934,49.8,5.5
2006-04-03T20:27:13.460Z,-15.158,-174.314,10,5
2006-04-04T01:43:35.540Z,-56.511,-26.979,123.4,5.3
2006-04-04T02:30:28.390Z,18.716,-106.992,33.5,6
2006-04-04T10:36:59.330Z,0.295,97.347,33.8,5.1
2006-04-04T10:47:16.170Z,-28.99,-176.97,10,5.3
2006-04-04T20:15:50.320Z,-29.285,-177.116,10,5.6
2006-04-04T22:05:05.080Z,37.64,20.962,16.8,5.5
2006-04-05T00:27:30.490Z,-29.749,-176.82,10,5.1
2006-04-05T15:40:55.690Z,-21.086,-179.295,643.4,5.2
2006-04-05T17:43:15.630Z,-37.28,78.278,10,5.8
2006-04-05T19:03:36.740Z,-29.043,-177.056,24.3,5.2
2006-04-05T21:30:40.300Z,-29.581,-177.144,10,5
2006-04-05T22:01:00.090Z,-29.858,-177.05,10,5.1
2006-04-05T22:49:13.250Z,-29.457,-177.569,10,5.3
2006-04-05T23:51:24.160Z,-29.142,-177.044,10,5
2006-04-06T11:03:06.650Z,-6.271,154.279,36.9,5
2006-04-06T12:02:54.590Z,23.726,70.682,10,5
2006-04-06T17:09:38.210Z,46.952,153.94,35,5
2006-04-06T17:59:16.440Z,23.322,70.477,10,5.5
2006-04-06T21:11:04.200Z,-36.753,79,10,5
2006-04-07T08:30:44.630Z,-16.527,176.989,14,6.5
2006-04-07T15:00:02.100Z,44.88,150.373,65.4,5.5
2006-04-07T15:19:29.990Z,-29.593,-177.129,10,5.2
2006-04-08T03:06:15.720Z,-14.253,-76.117,39.1,5
2006-04-08T03:08:02.280Z,-6.385,154.264,64,5.3
2006-04-08T15:41:38.100Z,-38.36,176.04,158,5.3
2006-04-08T22:03:03.920Z,-0.253,-18.142,10,5.3
2006-04-08T22:28:46.050Z,-30.229,-177.669,10,5.1
2006-04-09T16:27:45.760Z,12.984,-88.909,64,5.3
2006-04-09T18:28:13.530Z,29.404,128.727,48.4,5
2006-04-09T20:50:46.020Z,-20.45,-70.244,34.6,5.8
2006-04-09T23:27:19.810Z,35.168,27.244,32.6,5.3
2006-04-09T23:48:19.550Z,-5.529,147.86,187.9,5.1
2006-04-10T06:26:13.300Z,7.511,-36.93,10,5.7
2006-04-10T11:25:59.630Z,43.691,144.755,120,5.1
2006-04-10T12:17:48.510Z,-21.814,170.637,53,5.1
2006-04-10T14:17:02.620Z,-29.278,-177.157,10,5.1
2006-04-11T00:02:41.500Z,37.64,20.92,18,5.5
2006-04-11T03:09:44.220Z,-16.156,67.895,10,5
2006-04-11T10:33:22.670Z,-13.132,166.704,137.9,5.1
2006-04-11T17:29:28.400Z,37.68,20.91,18,5.5
2006-04-12T01:06:58.690Z,56.397,163.99,28.8,6
2006-04-12T05:36:51.350Z,19.926,121.438,37.1,5.1
2006-04-12T14:39:04.120Z,1.654,97.07,37.8,5
2006-04-12T15:54:19.150Z,9.983,-104.078,10,5
2006-04-12T16:52:01.200Z,37.61,20.95,19,5.7
2006-04-13T04:27:22.620Z,41.85,142.707,37.2,5.3
2006-04-13T08:35:51.930Z,56.16,164.106,31,5.2
2006-04-13T19:23:58.140Z,-35.218,-106.994,10,5.2
2006-04-13T22:05:42.000Z,55.371,166.532,20.9,5.2
2006-04-14T03:30:20.940Z,-26.002,-177.806,166,5.5
2006-04-14T03:43:08.240Z,47.737,152.98,136.5,5.3
2006-04-14T09:27:40.100Z,35.314,89.669,10,5.6
2006-04-14T09:51:23.690Z,-56.145,-27.235,113.6,5
2006-04-14T10:26:09.510Z,9.406,93.217,39.1,5
2006-04-14T13:37:54.410Z,-41.342,-87.592,10,5.1
2006-04-14T16:16:57.670Z,35.046,-36.003,10,5
2006-04-14T18:41:39.490Z,-21.412,33.651,26.1,5.2
2006-04-15T07:14:44.460Z,-46.907,165.979,35,5.1
2006-04-15T14:42:13.650Z,-30.979,-71.748,38.5,5.2
2006-04-15T22:40:54.230Z,22.802,121.362,18,5.9
2006-04-15T23:50:14.720Z,-29.772,-72.003,19.8,6
2006-04-16T11:48:56.990Z,30.242,138.565,431.6,5.7
2006-04-16T12:08:17.990Z,-47.497,100.307,10,5.4
2006-04-16T15:12:23.710Z,-19.97,66.596,10,5.4
2006-04-16T17:46:15.940Z,4.596,125.375,184.9,5.7
2006-04-16T20:05:52.480Z,-49.058,121.436,10,5.3
2006-04-17T23:49:56.870Z,-12.475,166.508,16,6.1
2006-04-18T20:03:14.010Z,-12.488,166.296,57.5,5.3
2006-04-19T01:23:54.080Z,-3.98,151.277,76.4,5.2
2006-04-19T03:24:42.750Z,54.851,165.917,39,5.1
2006-04-19T08:42:46.170Z,-45.262,97.071,21.5,5
2006-04-19T15:16:24.600Z,37.66,20.93,19,5.4
2006-04-19T15:30:05.820Z,-20.957,-174.486,10,5.1
2006-04-19T17:49:04.600Z,-27.073,-71.225,13.9,5.6
2006-04-19T17:52:52.010Z,-26.937,-70.986,10,5.1
2006-04-19T20:36:46.400Z,2.643,93.226,17,6.2
2006-04-19T21:05:42.990Z,31.607,90.413,33.1,5.7
2006-04-20T08:10:49.330Z,-12.529,166.348,41.6,5
2006-04-20T09:01:03.910Z,-62.293,154.446,10,5.3
2006-04-20T10:39:40.590Z,-17.738,168.388,89.8,5.3
2006-04-20T14:31:28.720Z,-49.356,-7.848,10,5
2006-04-20T14:59:07.410Z,-49.388,-8.064,10,5.1
2006-04-20T15:12:18.370Z,-49.426,-8.068,10,5.3
2006-04-20T15:58:16.200Z,-49.505,-7.947,10,5.2
2006-04-20T16:50:15.290Z,-49.348,-7.923,10,5.2
2006-04-20T17:50:40.450Z,34.858,139.207,22.6,5.6
2006-04-20T23:25:02.150Z,60.949,167.089,22,7.6
2006-04-20T23:28:03.900Z,60.874,167.007,10,6.1
2006-04-20T23:34:32.060Z,61.558,167.58,10,5.2
2006-04-20T23:38:46.460Z,61.349,167.46,10,5.4
2006-04-20T23:57:25.180Z,60.546,166.901,10,5
2006-04-21T00:06:15.170Z,61.176,167.183,28.8,5
2006-04-21T00:32:31.220Z,60.963,166.31,10,5
2006-04-21T00:51:12.750Z,61.144,166.966,28.7,5.3
