split,anomalies,anomalies_sc,agg_value,agg_error,agg_value_sc,agg_error_sc,agg_total_eq,agg_total_eq_sc,seismic_indices_sc,seismic_indices,window,precision,recall
Val,18,17,61.11111111111112,11.490438561102644,64.70588235294117,11.59040430757386,30,30,"[21, 80, 162, 347, 360, 395, 399, 441, 456, 500, 518]","[21, 80, 162, 347, 360, 395, 399, 441, 456, 500, 518]",0,0.6111111111111112,
Train,38,31,76.31578947368422,6.896755958184694,77.41935483870968,7.509518648353264,104,98,"[3, 15, 78, 218, 388, 447, 452, 526, 569, 596, 662, 686, 734, 805, 848, 1260, 1321, 1340, 1375, 1688, 1712, 1729, 1754, 1784]","[3, 15, 78, 218, 388, 447, 452, 526, 529, 569, 596, 662, 686, 734, 805, 848, 916, 1045, 1260, 1262, 1321, 1340, 1372, 1375, 1688, 1712, 1729, 1754, 1784]",0,0.7631578947368421,
Val,47,18,80.85106382978722,5.739396996590885,77.77777777777779,9.799078929868854,78,36,"[4, 10, 44, 68, 85, 177, 197, 209, 223, 331, 369, 370, 381, 489]","[4, 10, 24, 26, 27, 29, 30, 31, 35, 36, 37, 43, 44, 66, 68, 81, 82, 85, 177, 188, 189, 190, 193, 196, 197, 209, 223, 331, 340, 342, 343, 347, 349, 350, 369, 370, 381, 489]",1,0.8085106382978722,
Train,39,37,79.48717948717949,6.4658991995499004,78.37837837837837,6.76770479000758,136,134,"[76, 190, 243, 309, 329, 403, 764, 844, 879, 908, 1040, 1192, 1216, 1218, 1219, 1258, 1284, 1288, 1406, 1413, 1470, 1486, 1543, 1588, 1658, 1712, 1719, 1738, 1907]","[33, 76, 190, 243, 309, 329, 403, 549, 764, 844, 879, 908, 1040, 1192, 1216, 1218, 1219, 1258, 1284, 1288, 1406, 1413, 1470, 1486, 1543, 1588, 1658, 1712, 1719, 1738, 1907]",1,0.7948717948717949,
Val,9,4,44.44444444444444,16.56346649999844,25.0,21.65063509461097,16,8,[277],"[125, 277, 356, 357]",2,0.4444444444444444,
Train,40,30,82.5,6.007807420348958,83.33333333333334,6.804138174397716,112,101,"[297, 333, 452, 453, 582, 668, 791, 793, 832, 881, 978, 1037, 1119, 1141, 1246, 1317, 1352, 1413, 1481, 1545, 1654, 1686, 1808, 1847, 1858]","[297, 333, 452, 453, 454, 582, 668, 791, 793, 832, 881, 978, 1037, 1119, 1141, 1246, 1317, 1352, 1413, 1476, 1481, 1504, 1506, 1507, 1512, 1545, 1654, 1686, 1808, 1817, 1824, 1847, 1858]",2,0.825,
Val,12,6,66.66666666666666,13.608276348795432,66.66666666666666,19.245008972987527,16,9,"[37, 271, 289, 322]","[37, 59, 124, 127, 215, 271, 289, 322]",3,0.6666666666666665,
Train,38,30,68.42105263157895,7.540530520119779,70.0,8.366600265340757,81,70,"[197, 320, 322, 410, 507, 586, 607, 648, 668, 713, 833, 846, 942, 1010, 1183, 1215, 1337, 1375, 1387, 1454, 1495]","[197, 320, 322, 410, 507, 586, 607, 648, 668, 713, 833, 846, 942, 1010, 1033, 1035, 1183, 1215, 1337, 1346, 1353, 1375, 1387, 1454, 1495, 1864]",3,0.6842105263157895,
