split,anomalies,anomalies_sc,agg_value,agg_error,agg_value_sc,agg_error_sc,agg_total_eq,agg_total_eq_sc,seismic_indices_sc,seismic_indices,window,precision,recall
Val,21,18,57.14285714285714,10.798984943120775,61.11111111111112,11.490438561102644,44,41,"[5, 21, 80, 289, 347, 360, 395, 434, 450, 456, 457]","[5, 21, 80, 115, 289, 347, 360, 395, 434, 450, 456, 457]",0,0.5714285714285714,
Train,38,31,65.78947368421053,7.696021735073708,67.74193548387096,8.395897088010118,79,75,"[3, 15, 28, 78, 144, 160, 218, 686, 739, 805, 918, 1340, 1375, 1382, 1453, 1536, 1688, 1712, 1714, 1715, 1784]","[3, 15, 28, 78, 144, 160, 218, 686, 739, 805, 916, 918, 1045, 1262, 1340, 1372, 1375, 1382, 1453, 1536, 1688, 1712, 1714, 1715, 1784]",0,0.6578947368421053,
Val,43,17,76.74418604651163,6.442497913491234,76.47058823529412,10.287936849355368,73,35,"[4, 44, 68, 85, 177, 197, 209, 223, 331, 369, 370, 381, 489]","[4, 24, 26, 27, 29, 30, 31, 35, 36, 37, 43, 44, 66, 68, 85, 177, 188, 189, 190, 193, 196, 197, 209, 223, 331, 340, 343, 347, 366, 369, 370, 381, 489]",1,0.7674418604651163,
Train,39,34,66.66666666666666,7.548513560963972,70.58823529411765,7.814248990059665,99,97,"[190, 243, 309, 422, 844, 879, 957, 1040, 1192, 1216, 1218, 1219, 1261, 1288, 1413, 1470, 1543, 1588, 1640, 1658, 1738, 1759, 1764, 1907]","[190, 243, 309, 422, 549, 844, 879, 957, 1040, 1192, 1216, 1218, 1219, 1261, 1288, 1413, 1470, 1543, 1576, 1588, 1640, 1658, 1738, 1759, 1764, 1907]",1,0.6666666666666665,
Val,6,3,33.33333333333333,19.245008972987527,33.33333333333333,27.216552697590867,13,8,[277],"[277, 357]",2,0.33333333333333326,
Train,40,28,80.0,6.324555320336758,78.57142857142857,7.754430690597277,81,68,"[100, 453, 621, 668, 793, 881, 962, 978, 1037, 1057, 1078, 1246, 1481, 1521, 1545, 1562, 1686, 1700, 1808, 1847, 1858, 1966]","[100, 453, 454, 621, 668, 793, 881, 962, 978, 1037, 1057, 1078, 1246, 1476, 1481, 1504, 1506, 1507, 1512, 1513, 1514, 1521, 1545, 1562, 1686, 1700, 1808, 1820, 1824, 1847, 1858, 1966]",2,0.8,
Val,13,7,61.53846153846154,13.49320029703122,57.14285714285714,18.704390591656487,16,9,"[65, 66, 271, 322]","[59, 65, 66, 124, 127, 215, 271, 322]",3,0.6153846153846154,
Train,38,29,73.68421052631578,7.143377816192591,75.86206896551724,7.946270842617658,84,71,"[197, 320, 322, 410, 491, 507, 566, 586, 607, 648, 713, 1010, 1050, 1074, 1215, 1229, 1337, 1376, 1387, 1495, 1508, 1632]","[197, 320, 322, 410, 491, 507, 566, 586, 607, 648, 713, 1005, 1010, 1033, 1035, 1036, 1050, 1074, 1215, 1229, 1337, 1353, 1376, 1387, 1495, 1508, 1632, 1864]",3,0.7368421052631579,
