split,anomalies,anomalies_sc,agg_value,agg_error,agg_value_sc,agg_error_sc,agg_total_eq,agg_total_eq_sc,seismic_indices_sc,seismic_indices,window,precision,recall
Val,20,20,75.0,9.682458365518542,75.0,9.682458365518542,55,55,"[5, 15, 21, 80, 121, 221, 227, 316, 318, 347, 360, 373, 395, 456, 518]","[5, 15, 21, 80, 121, 221, 227, 316, 318, 347, 360, 373, 395, 456, 518]",0,0.75,
Train,38,30,86.8421052631579,5.48361022017428,90.0,5.47722557505166,113,103,"[15, 78, 94, 144, 189, 218, 396, 447, 452, 531, 640, 662, 686, 734, 1260, 1317, 1340, 1375, 1453, 1526, 1688, 1712, 1714, 1715, 1731, 1754, 1849]","[15, 78, 94, 144, 189, 218, 236, 396, 447, 452, 529, 531, 640, 662, 686, 734, 916, 1045, 1260, 1262, 1310, 1317, 1340, 1375, 1453, 1526, 1688, 1712, 1714, 1715, 1731, 1754, 1849]",0,0.8684210526315791,
Val,50,20,82.0,5.43323108288245,80.0,8.944271909999157,77,37,"[4, 10, 44, 68, 177, 197, 204, 209, 218, 223, 331, 344, 369, 370, 381, 489]","[4, 10, 24, 26, 27, 29, 30, 31, 35, 36, 37, 43, 44, 66, 68, 82, 177, 187, 188, 189, 190, 196, 197, 204, 209, 218, 223, 331, 340, 342, 343, 344, 347, 349, 350, 365, 366, 369, 370, 381, 489]",1,0.82,
Train,39,34,76.92307692307693,6.7466001485156095,76.47058823529412,7.274669910598146,118,114,"[76, 166, 190, 309, 403, 487, 764, 844, 879, 957, 1192, 1216, 1218, 1219, 1258, 1284, 1413, 1470, 1543, 1588, 1658, 1712, 1719, 1738, 1874, 1907]","[33, 76, 166, 190, 309, 403, 420, 487, 549, 764, 844, 879, 957, 1192, 1216, 1218, 1219, 1258, 1284, 1413, 1470, 1543, 1576, 1588, 1658, 1712, 1719, 1738, 1874, 1907]",1,0.7692307692307694,
Val,11,6,45.45454545454545,15.0131422517231,33.33333333333333,19.245008972987527,19,11,"[56, 277]","[56, 125, 277, 356, 357]",2,0.45454545454545453,
Train,40,24,85.0,5.645794895318108,87.5,6.750771560841522,93,73,"[377, 405, 452, 453, 534, 668, 793, 834, 1057, 1078, 1083, 1317, 1351, 1413, 1481, 1521, 1654, 1686, 1700, 1808, 1858]","[120, 377, 405, 452, 453, 454, 534, 668, 793, 834, 1057, 1078, 1083, 1317, 1351, 1413, 1481, 1501, 1504, 1506, 1507, 1508, 1512, 1513, 1521, 1654, 1670, 1686, 1700, 1808, 1817, 1820, 1824, 1858]",2,0.85,
Val,12,6,66.66666666666666,13.608276348795432,66.66666666666666,19.245008972987527,16,9,"[37, 65, 271, 289]","[37, 59, 65, 124, 127, 215, 271, 289]",3,0.6666666666666665,
Train,38,27,73.68421052631578,7.143377816192591,77.77777777777779,8.00091444247884,84,70,"[197, 320, 322, 410, 507, 566, 586, 607, 648, 668, 775, 833, 846, 942, 1010, 1183, 1215, 1337, 1387, 1454, 1508]","[197, 320, 322, 410, 507, 566, 586, 607, 648, 668, 775, 833, 846, 942, 1005, 1010, 1032, 1033, 1035, 1183, 1215, 1337, 1346, 1353, 1387, 1454, 1508, 1864]",3,0.7368421052631579,
