split,anomalies,anomalies_sc,agg_value,agg_error,agg_value_sc,agg_error_sc,agg_total_eq,agg_total_eq_sc,seismic_indices_sc,seismic_indices,window,precision,recall
Val,21,20,61.90476190476191,10.597116957413082,65.0,10.66536450385077,40,40,"[21, 80, 100, 121, 162, 227, 318, 347, 360, 395, 434, 456, 518]","[21, 80, 100, 121, 162, 227, 318, 347, 360, 395, 434, 456, 518]",0,0.6190476190476191,
Train,38,34,57.89473684210527,8.009325371080864,58.82352941176471,8.440353576228697,78,76,"[15, 28, 78, 218, 452, 686, 739, 805, 899, 1260, 1340, 1375, 1453, 1712, 1715, 1754, 1757, 1780, 1784, 1803]","[15, 28, 78, 218, 452, 529, 686, 739, 805, 899, 1260, 1340, 1372, 1375, 1453, 1712, 1715, 1754, 1757, 1780, 1784, 1803]",0,0.5789473684210527,
Val,32,11,81.25,6.899813176818631,72.72727272727273,13.428162652290842,60,27,"[4, 10, 55, 68, 177, 209, 331, 381]","[4, 10, 26, 27, 29, 30, 31, 35, 36, 37, 43, 55, 66, 68, 177, 188, 189, 190, 196, 209, 331, 340, 342, 343, 347, 381]",1,0.8125,
Train,39,35,61.53846153846154,7.790302823720512,62.85714285714285,8.167345918877231,97,95,"[190, 243, 309, 383, 403, 465, 844, 879, 957, 1216, 1219, 1261, 1268, 1284, 1288, 1307, 1413, 1488, 1509, 1554, 1658, 1712]","[33, 190, 243, 309, 383, 403, 465, 844, 879, 957, 1216, 1219, 1261, 1268, 1284, 1288, 1307, 1413, 1488, 1509, 1554, 1576, 1658, 1712]",1,0.6153846153846154,
Val,6,4,50.0,20.41241452319315,50.0,25.0,14,9,"[107, 277]","[107, 277, 357]",2,0.5,
Train,40,32,82.5,6.007807420348958,81.25,6.899813176818631,107,99,"[100, 113, 254, 333, 377, 390, 405, 452, 453, 668, 791, 793, 881, 978, 1057, 1078, 1119, 1139, 1184, 1304, 1481, 1494, 1686, 1808, 1858, 1925]","[100, 113, 254, 333, 377, 390, 405, 452, 453, 454, 668, 791, 793, 881, 978, 1057, 1078, 1119, 1139, 1184, 1304, 1481, 1494, 1504, 1506, 1507, 1686, 1808, 1817, 1818, 1824, 1858, 1925]",2,0.825,
Val,12,6,66.66666666666666,13.608276348795432,66.66666666666666,19.245008972987527,19,12,"[134, 271, 289, 322]","[59, 124, 127, 134, 215, 271, 289, 322]",3,0.6666666666666665,
Train,38,28,71.05263157894737,7.3570351286533695,71.42857142857143,8.537347209531383,76,63,"[197, 320, 322, 363, 410, 507, 586, 607, 612, 648, 668, 713, 833, 1010, 1215, 1337, 1387, 1454, 1508, 1632]","[197, 320, 322, 363, 410, 507, 586, 607, 612, 648, 668, 713, 833, 1010, 1032, 1033, 1035, 1036, 1215, 1337, 1346, 1353, 1387, 1454, 1508, 1632, 1864]",3,0.7105263157894737,
