split,anomalies,anomalies_sc,agg_value,agg_error,agg_value_sc,agg_error_sc,agg_total_eq,agg_total_eq_sc,seismic_indices_sc,seismic_indices,window,precision,recall
Val,26,23,65.38461538461539,9.330087000722768,69.56521739130434,9.59438755421514,53,50,"[5, 21, 80, 152, 182, 232, 289, 347, 355, 360, 373, 395, 447, 450, 456, 457]","[5, 21, 80, 115, 152, 182, 232, 289, 347, 355, 360, 373, 395, 447, 450, 456, 457]",0,0.6538461538461539,
Train,38,35,65.78947368421053,7.696021735073708,68.57142857142857,7.846932140863945,98,97,"[3, 15, 28, 77, 78, 160, 400, 452, 686, 899, 1146, 1260, 1340, 1375, 1382, 1404, 1453, 1536, 1688, 1714, 1715, 1754, 1784, 1849]","[3, 15, 28, 77, 78, 160, 400, 452, 686, 899, 1045, 1146, 1260, 1340, 1375, 1382, 1404, 1453, 1536, 1688, 1714, 1715, 1754, 1784, 1849]",0,0.6578947368421053,
Val,44,15,79.54545454545455,6.081017625108032,80.0,10.327955589886445,66,27,"[4, 44, 85, 197, 209, 223, 331, 344, 369, 370, 381, 489]","[4, 24, 26, 27, 29, 30, 31, 35, 36, 37, 43, 44, 66, 85, 188, 189, 190, 196, 197, 209, 223, 331, 340, 342, 343, 344, 347, 349, 365, 366, 369, 370, 381, 489, 493]",1,0.7954545454545454,
Train,39,36,71.7948717948718,7.205737677223015,72.22222222222221,7.465053470646805,113,111,"[166, 190, 243, 309, 403, 844, 879, 1040, 1192, 1216, 1218, 1219, 1258, 1261, 1284, 1406, 1413, 1470, 1488, 1543, 1588, 1658, 1712, 1719, 1738, 1907]","[33, 166, 190, 243, 309, 403, 549, 844, 879, 1040, 1192, 1216, 1218, 1219, 1258, 1261, 1284, 1406, 1413, 1470, 1488, 1543, 1588, 1658, 1712, 1719, 1738, 1907]",1,0.717948717948718,
Val,7,5,42.85714285714285,18.704390591656487,40.0,21.908902300206645,14,9,"[2, 277]","[2, 277, 357]",2,0.4285714285714285,
Train,40,31,85.0,5.645794895318108,87.09677419354838,6.021009840370212,119,109,"[100, 333, 452, 453, 668, 791, 793, 962, 978, 1037, 1078, 1139, 1150, 1246, 1304, 1322, 1352, 1407, 1413, 1481, 1521, 1545, 1654, 1686, 1808, 1847, 1858]","[100, 333, 452, 453, 668, 791, 793, 962, 978, 1037, 1078, 1139, 1150, 1246, 1304, 1322, 1352, 1407, 1413, 1476, 1481, 1504, 1506, 1507, 1512, 1521, 1545, 1654, 1686, 1808, 1817, 1824, 1847, 1858]",2,0.85,
Val,13,8,69.23076923076923,12.800773759043748,75.0,15.309310892394862,25,19,"[38, 65, 134, 223, 271, 322]","[38, 59, 65, 124, 127, 134, 223, 271, 322]",3,0.6923076923076923,
Train,38,29,65.78947368421053,7.696021735073708,68.96551724137932,8.590911709007583,82,71,"[320, 322, 410, 491, 507, 586, 607, 612, 648, 668, 713, 833, 846, 881, 1010, 1183, 1215, 1337, 1387, 1508]","[320, 322, 410, 491, 507, 586, 607, 612, 648, 668, 713, 833, 846, 881, 1010, 1033, 1035, 1183, 1215, 1337, 1346, 1353, 1387, 1508, 1864]",3,0.6578947368421053,
