window,key,window_size,fb_1,fb_2,fb_3,fb_4,fb_5,fb_6,fb_7,fb_8,fb_9,fb_10,fb_11
0,G144,30D,1.5735651267154422,8.465062649573659,4.142528524649096,1.9537989963969893,2.387127061840074,2.655109162146683,4.738605928870927,7.3952350158102025,9.964288070080755,12.92389747793273,11.312691424457725
0,G125,30D,4.0291458073713065,9.847427579248857,6.237189129401213,3.992757404291531,3.4259087900207077,6.727829815014571,9.311081457621492,9.2309016252727,7.7368545961710415,6.02857472061662,5.98727114546695
0,G107,30D,2.1413043481303675,8.363156149331248,4.347356345091557,7.39958328423526,6.567523529308346,4.552084770142536,2.7983798640564777,6.123345209796232,7.477901001661344,7.054771876616811,10.060982259077285
0,G89,30D,3.831540899810601,4.8315489458080485,3.869358033216328,3.113556692021345,5.137761926385798,4.948771743171701,6.690611387204375,6.348531231781136,12.816516860949285,16.031470586533878,26.168930839365743
0,G71,30D,2.2342240382050544,3.8748074296796045,1.3489785213282062,5.96185587639703,2.3542637879732156,2.531152955483422,4.277020089180728,4.580277546371033,3.853471040366189,4.929012471887136,5.032271848922985
0,G52,30D,2.1107337734167952,6.1967388201249305,4.236881189039569,3.5917956954711974,2.548006482225198,5.621907018115309,8.278132427305415,12.756870571264407,17.292852451131726,17.18116441460363,14.824638729185022
0,G143,30D,6.12826698307747,4.457115754398732,2.8818170469120163,2.2771892101588307,2.095628384126125,1.7885872072973281,4.502374576100364,8.650857094952666,9.388538741340977,9.620896179021226,7.371326331896712
0,G142,30D,1.5635205276826218,6.60729799309264,6.275149907571646,3.2302506902611614,3.2577406594094858,2.849003683166815,3.5128123791300037,4.5387632252066,7.995336127107284,11.934404567485965,10.706517583114888
0,G124,30D,16.96662628005329,12.100821005627294,6.172439489472726,5.395440925360252,4.194620905775338,3.0625366981865865,5.9347826592196515,8.036674080600484,7.865880845569236,8.207030124036242,11.733494795578215
0,G106,30D,2.1495556622551075,6.7955950561596605,7.276706122464992,6.547312411803025,11.373095990861243,11.801263814866676,10.475170162674118,9.651304852668677,9.754584325676456,15.713014133584123,22.895648585790443
0,G88,30D,3.0472827651241428,4.8641265622123715,5.139478014626083,4.954269722245257,5.806359001533144,5.367105396894694,6.451668922451768,8.335277415235455,12.072936733289076,12.637821154941918,14.39244925661202
0,G69,30D,5.6193196051988,9.863929811936138,9.980461468479179,4.788528271633071,5.672736177965269,7.723874859066209,10.005587137421454,7.953154162476828,7.371393991621886,10.347454574449467,10.089051937375189
