Naming,RST_Median,RST_99.7,Q_all,Q_tr_all,z_va_all,z_tr_all,z_tr_err32_all,z_va_err32_all,z_tr_err68_all,z_va_err68_all,avg_train_all,err_train_all,avg_val_all,err_val_all,mode,tw,label_name
tw24-30dBG_In-D,36.0,45.0,1.383221505956284,2.9247827701152254,0.8807182055209032,2.166785794164591,0.9393826526930436,0.5905347658554286,2.4246420266149946,1.2253564364832887,52.4323823009204,2.01598465347094,47.01850077308135,3.239300624006209,all,24,SW22x22_TW24
tw24-30dBG_In-E,36.0,45.0,1.5926955916753738,2.3986158021972064,0.6330165157320715,2.152747622090419,1.7816157556624534,-0.2526567836973779,2.5704524248562155,1.1664594246937363,53.44426056392297,2.0640708574428457,44.19635968799443,3.047401068682039,all,24,SW22x22_TW24
tw48-30dBG_A,55.00000000000001,64.50150000000002,1.603146951410526,2.0581877238658146,0.5803451878962341,1.4839033366201777,0.9694150717265146,0.0275458672519426,1.883093393201787,1.5866548880088451,65.565854608,2.0056727907064684,60.655405527333336,3.3823037776382296,all,48,SW22x22_TW48
tw48-30dBG_B,55.00000000000001,64.50150000000002,1.5880392406697892,1.6209216066400958,0.9319667926229313,1.2050641503128292,0.9952927932091388,0.2740837532419011,1.5910416056503396,1.6377388514915128,64.00126651933333,2.0453757711131275,64.96279646333335,3.285514928044074,all,48,SW22x22_TW48
tw48-30dBG_C,55.00000000000001,64.50150000000002,1.9188130666263676,2.231382836886905,1.036935540447564,1.709221708883534,1.2191552176687703,0.6896889185689588,2.029833705576861,1.9364284620569656,67.03941253846376,1.999173581287491,65.3784834577938,3.337975277333133,all,48,SW22x22_TW48
tw48-30dBG_D,55.00000000000001,64.50150000000002,1.5685150607787033,2.80060505930574,0.7705130682437303,1.951723806733881,1.0704470184944233,0.3543881157387608,2.719786406804584,1.4883631885927897,67.707815672,1.9544799966375512,62.597033686,3.3443826361127185,all,48,SW22x22_TW48
tw48-30dBG_E,55.00000000000001,64.50150000000002,2.0389673289928094,4.002085062748559,1.268751510367345,3.5929363517203967,2.609089538402673,0.6702578000040478,4.470986172848854,2.2074028855679244,77.59445519415058,1.768751751167362,66.37523106273447,2.9515033391092778,all,48,SW22x22_TW48
tw48-30dBG_In-A,55.00000000000001,64.50150000000002,1.3652345660631775,2.016543802506345,0.7812580721617675,1.3979347733053915,0.5018731701308589,0.1526897778497529,2.3569571924509023,1.2312273585032143,64.84685052875,1.9609843976427068,63.788590796250006,3.5642865078701447,all,48,SW22x22_TW48
tw48-30dBG_In-B,55.00000000000001,64.50150000000002,1.9983231521960028,2.190249279361786,0.9407175825283944,1.5941451988918067,0.7617751456463097,-0.3661192978033185,2.206963643034961,1.5477798011768102,66.14274974381055,1.942079236940617,63.56509962882684,3.291780463343538,all,48,SW22x22_TW48
tw48-30dBG_In-C,55.00000000000001,64.50150000000002,1.5545920721809454,3.050478678061216,0.7064657835509944,2.1420189310963966,1.3051728530644182,0.0163447272482953,2.4955368429939297,1.2230401574669536,68.59664998914442,1.8780048048772675,62.060943396880894,3.4587331885556605,all,48,SW22x22_TW48
tw48-30dBG_In-D,55.00000000000001,64.50150000000002,1.844882487631288,3.069508590409044,1.1445181948778522,2.5103567529783346,1.2208705607452457,0.290350307541499,3.374456065829366,2.1048358019813267,71.63319346075514,1.8549488693995035,66.11530183031542,3.017081591757762,all,48,SW22x22_TW48
tw48-30dBG_In-E,55.00000000000001,64.50150000000002,1.7901585449167663,3.2197115141331585,0.9309452845913112,2.514214295571627,1.6095549425122628,0.2521435890389655,3.2299836964219737,1.697393468674712,71.19061761542551,1.8451684944232385,64.16625463949336,3.056696577616416,all,48,SW22x22_TW48
sw22_tw6-30dBG_A,13.0,19.5,1.0469691956325156,1.4031268357426516,0.1631277092664915,0.05745157294291,-0.0006155949936166,0.0437529546802504,0.848468012431195,0.7207581335227464,15.001897035203736,1.5152488988815385,15.719905094905092,2.65213412844957,all,6,SW22x22_TW6
sw22_tw6-30dBG_B,13.0,19.5,0.9386148046409144,1.1687362065524407,0.0657635093206669,-0.0389309070529878,-0.2640499896155412,-0.1750614389800808,0.742507164980469,0.8239507532793733,14.022261113991863,1.4735376154882844,15.60568760504172,2.737915361754353,all,6,SW22x22_TW6
sw22_tw6-30dBG_C,13.0,19.5,1.1684311478352998,0.9420226249303438,-0.2090521730978499,0.1323017025788795,-0.4642217351299476,-0.6631279071607664,0.848468012431195,0.3953013550790788,14.625372686543164,1.505390278107359,13.63517842865669,2.5390580704082906,all,6,SW22x22_TW6
sw22_tw6-30dBG_D,13.0,19.5,0.9510042154896378,1.188909951064178,0.5059833377066553,0.7192392491591849,0.0588295238137905,0.0437529546802504,1.4177971150941333,0.6047159728661107,18.46449031322446,1.6542595001052602,19.385505380603423,2.7511731190956743,all,6,SW22x22_TW6
