Naming,RST_Median,RST_99.7,Q_all,Q_tr_all,z_va_all,z_tr_all,z_tr_err32_all,z_va_err32_all,z_tr_err68_all,z_va_err68_all,avg_train_all,err_train_all,avg_val_all,err_val_all,mode,tw
tw48-30dBG_A,55.00000000000001,64.50150000000002,1.6031469514105259,2.0581877238658146,0.5803451878962341,1.4839033366201777,0.9694150717265146,0.02754586725194269,1.883093393201787,1.5866548880088451,65.565854608,2.0056727907064684,60.655405527333336,3.3823037776382296,all,48
tw48-30dBG_B,55.00000000000001,64.50150000000002,1.5880392406697892,1.6209216066400958,0.9319667926229311,1.2050641503128292,0.9952927932091388,0.27408375324190115,1.5910416056503396,1.6377388514915128,64.00126651933333,2.0453757711131275,64.96279646333335,3.285514928044074,all,48
tw48-30dBG_C,55.00000000000001,64.50150000000002,1.9188130666263674,2.2313828368869055,1.036935540447564,1.709221708883534,1.2191552176687703,0.6896889185689588,2.029833705576861,1.9364284620569656,67.03941253846376,1.9991735812874907,65.3784834577938,3.3379752773331335,all,48
tw48-30dBG_D,55.00000000000001,64.50150000000002,1.5685150607787033,2.80060505930574,0.7705130682437303,1.9517238067338807,1.0704470184944233,0.35438811573876083,2.719786406804584,1.4883631885927897,67.707815672,1.9544799966375512,62.597033685999996,3.3443826361127185,all,48
tw48-30dBG_E,55.00000000000001,64.50150000000002,2.0389673289928094,4.002085062748559,1.268751510367345,3.5929363517203967,2.6090895384026735,0.6702578000040478,4.470986172848854,2.2074028855679244,77.59445519415058,1.768751751167362,66.37523106273447,2.9515033391092778,all,48
tw48-30dBG_In-A,55.00000000000001,64.50150000000002,1.3652345660631777,2.016543802506345,0.7812580721617675,1.3979347733053915,0.5018731701308589,0.1526897778497529,2.3569571924509023,1.2312273585032145,64.84685052875,1.9609843976427068,63.788590796250006,3.5642865078701447,all,48
tw48-30dBG_In-B,55.00000000000001,64.50150000000002,1.9983231521960028,2.190249279361786,0.9407175825283944,1.5941451988918067,0.7617751456463097,-0.36611929780331853,2.206963643034961,1.5477798011768102,66.14274974381055,1.942079236940617,63.565099628826836,3.291780463343538,all,48
tw48-30dBG_In-C,55.00000000000001,64.50150000000002,1.5545920721809454,3.0504786780612156,0.7064657835509944,2.1420189310963966,1.3051728530644182,0.016344727248295384,2.4955368429939297,1.2230401574669536,68.59664998914442,1.8780048048772673,62.060943396880894,3.4587331885556605,all,48
tw48-30dBG_In-D,55.00000000000001,64.50150000000002,1.8448824876312881,3.069508590409044,1.1445181948778522,2.5103567529783346,1.2208705607452457,0.29035030754149904,3.374456065829366,2.1048358019813267,71.63319346075514,1.8549488693995035,66.11530183031542,3.017081591757762,all,48
tw48-30dBG_In-E,55.00000000000001,64.50150000000002,1.7901585449167663,3.2197115141331585,0.9309452845913113,2.514214295571627,1.6095549425122628,0.25214358903896555,3.2299836964219737,1.6973934686747119,71.19061761542551,1.8451684944232385,64.16625463949336,3.056696577616416,all,48
