Naming,RST_Median,RST_99.7,Q_all,Q_tr_all,z_va_all,z_tr_all,z_tr_err32_all,z_va_err32_all,z_tr_err68_all,z_va_err68_all,avg_train_all,err_train_all,avg_val_all,err_val_all,mode,tw
tw48-30dBG_A,52.0,61.50150000000002,1.4951684541248083,2.5225910564518657,0.6159023543022084,1.9002433356063437,1.5285367151799634,0.3207893632718931,2.32616246092612,1.3256703162733292,65.49656052186513,1.9908682961659716,58.727696216826644,3.366756719141394,all,48
tw48-30dBG_B,52.0,61.50150000000002,1.6577617339145059,1.9004280694816802,0.9473282006321325,1.470945346657545,1.2745614274322505,0.263436396712972,1.7162034070086463,1.5490339573320213,63.04119149376566,2.0508292545942757,61.91407839053831,3.5027070147136925,all,48
tw48-30dBG_C,52.0,61.50150000000002,2.2266316595371287,2.751100737976567,1.1682310379530287,2.226476046542368,1.5929796133916079,0.39084729583989686,2.794052001996568,2.0285085984806104,67.64478134077655,1.9777908218971756,64.39549644218575,3.195374795219858,all,48
tw48-30dBG_D,52.0,61.50150000000002,1.9827096287538901,3.5573996097515446,1.1070230043655103,2.8012224258247804,1.6728497809550817,0.3534688686097368,3.2841184984711242,1.6421720399297541,70.30617749173625,1.918116563310722,63.66010449245744,3.460927687401789,all,48
tw48-30dBG_E,52.0,61.50150000000002,1.3757370809040088,6.588751122611461,0.6853728263740333,5.740012117084034,3.4759252153062272,0.2674301215956789,7.1783160450211145,1.482355232884051,81.854914934087,1.6128535636984611,58.62023706984948,3.173393740478895,all,48
tw48-30dBG_In_A,52.0,61.50150000000002,1.6565162732131289,2.0556422165283506,0.6792714734483566,1.4253346158112172,0.46861831071428534,-0.12890569804649016,2.053817459280299,1.2139917012090917,62.30059785549758,1.988080586699399,59.220874386162095,3.412258572057509,all,48
tw48-30dBG_In_B,52.0,61.50150000000002,1.5740683405776243,1.790109047769343,0.7598818151169691,1.4825317673846445,0.705595700985607,-0.07011196332756234,2.072714314985786,1.7049611280545653,63.299307120484116,2.001390477477429,60.22819653793918,3.4874934758800826,all,48
tw48-30dBG_In_C,52.0,61.50150000000002,1.4380631891299964,2.712692026386827,0.5752471259525149,2.2327109767911972,1.4856353978751067,-0.12769898379281353,2.969437237266125,1.2985353475851127,67.86340003714449,1.9159086324686687,57.957144979203804,3.3247332452992233,all,48
tw48-30dBG_In_D,52.0,61.50150000000002,1.3064712422331028,3.389924058338079,0.5081426859418197,2.5400331255625423,0.9241723570062814,0.4337772349925193,3.100981930452546,0.9944158776768064,68.39862436944823,1.8857108978528507,57.17861725263042,3.1967104777193756,all,48
tw48-30dBG_In_E,52.0,61.50150000000002,1.8861699194344772,3.1206359565535045,0.9257523183048486,2.5716951142785143,1.6752104649782424,0.4628551253499439,3.3377680224040724,1.3620105716685236,69.59626642124161,1.8828615277212475,61.13326881056957,3.1587906069162983,all,48
