Naming,RST_Median,RST_99.7,Q_all,Q_tr_all,z_va_all,z_tr_all,z_tr_err32_all,z_va_err32_all,z_tr_err68_all,z_va_err68_all,avg_train_all,err_train_all,avg_val_all,err_val_all,mode,tw
sw5_tw48-30dBG_A,11.5,19.0,1.1107712324433747,1.5556781432211138,0.3174727631628743,1.2335969593217273,0.7593588044269701,0.03317951923735159,1.9244027525481664,0.6903927591235397,20.25432520250507,1.696526137042615,16.425909461962593,2.831878685500004,all,48
sw5_tw48-30dBG_B,11.5,19.0,1.0767238862957094,1.3782254067687025,-0.007113969922518086,1.006002202793619,0.3472540218037,-0.5292502034095158,1.6350737312055958,0.6215124228639611,18.607259480374427,1.6443117653455388,13.177044685583583,2.7211941561564577,all,48
sw5_tw48-30dBG_C,11.5,19.0,1.2268226052211295,1.4577949536326855,0.24280554670253143,1.0726432627990574,0.3832803828489438,-0.33979495438831864,1.6101781054704576,1.1512143540228243,19.079355325922286,1.6537351019814932,15.3939623594796,2.5797421708529678,all,48
sw5_tw48-30dBG_D,11.5,19.0,0.9036103473869191,1.600003428570792,0.12184350335416842,1.0656449063500666,0.4049299132436106,-0.22042052312188787,1.8181797161333448,0.7089095308380889,19.385360221697983,1.6504747471623171,14.261352481940715,2.5481599874754495,all,48
sw5_tw48-30dBG_E,11.5,19.0,0.8596902532584739,2.2656015307429214,0.6176351866368502,2.1422878699367236,1.9142107513325644,0.530151568332413,2.477416298022562,1.0466811758606853,27.58079157201548,1.9039769529451684,17.378976509130176,2.2671175158261008,all,48
sw5_tw48-30dBG_In-A,11.5,19.0,0.9708055556431848,1.1105181052675532,0.023584533178814093,0.8631393758152384,0.7710168852922445,-0.4205601114367666,1.1947196981830746,0.6719840027857805,17.299810107507756,1.5659295213477749,14.049557743232505,2.31398893205002,all,48
sw5_tw48-30dBG_In-B,11.5,19.0,0.6993098140300963,1.5624231784181482,0.2599343433217854,1.1731084807489902,0.5735890617917258,-0.042248369564264816,1.8181797161333448,0.8345700697369699,19.890339688168915,1.628226875157646,14.957024406752666,2.6455104079390526,all,48
sw5_tw48-30dBG_In-C,11.5,19.0,0.8928748634666797,1.5185274320967659,0.32778895573765526,1.1839443186586318,1.141886086962489,-0.010960533186217702,1.5811468754931908,0.7835788284829902,19.94717881937153,1.6410464332812638,16.850391744693216,2.6092371092426054,all,48
sw5_tw48-30dBG_In-D,11.5,19.0,0.9318627793095717,1.5741012553002438,0.3051935083685939,1.0853068828950714,0.7863882424290678,-0.03712310601229378,1.8590347301390455,0.7510739100419697,19.50594619993932,1.6131174284243908,16.223038042081235,2.403240866285168,all,48
sw5_tw48-30dBG_In-E,11.5,19.0,1.002647848847636,1.934904972179176,0.12927163804507488,1.6933858201190137,1.406967552976863,-0.15811388300841897,2.1374770250425352,0.6470965904601096,23.902124259429293,1.7513647910827859,14.165750205066255,2.160133903920448,all,48
