Naming,RST_Median,RST_99.7,Q_all,Q_tr_all,z_va_all,z_tr_all,z_tr_err32_all,z_va_err32_all,z_tr_err68_all,z_va_err68_all,avg_train_all,err_train_all,avg_val_all,err_val_all,mode,tw
SW2023-tw48-30dBG_A,55.50000000000001,66.0,2.0405880199457895,1.860592270223259,0.47693288913265885,1.148787694399381,0.4656034184374498,0.16324182274310645,1.9139280001213792,1.1135808062641395,63.57005201680873,2.027320024484406,61.18258408258408,3.2375073669301346,all,48
SW2023-tw48-30dBG_B,55.50000000000001,66.0,1.747485919829303,1.9021487674594908,0.6918509442065873,1.0934744864817176,0.44022168100850984,0.3764880473850613,1.5680564668829147,1.1819916757969473,62.96446512832711,2.0340496592425157,61.96914196914198,3.155581374539625,all,48
SW2023-tw48-30dBG_C,55.50000000000001,66.0,1.7681124391763985,2.365270756824906,0.9172291363263744,1.8283917818514295,0.8041452791199735,0.5449243011416238,2.3975176815157853,1.8179617115552513,68.21604133697163,1.9732490738278117,64.42247875581208,3.1857970425375917,all,48
SW2023-tw48-30dBG_D,55.50000000000001,66.0,2.019499660715791,2.272549333895636,1.1118199403948787,1.8776007800123224,1.0480503543302324,0.3002581229469555,2.7079915619724355,1.6944332684309122,68.8762876624781,1.9675215702249296,66.07566482566482,3.291046750117114,all,48
SW2023-tw48-30dBG_E,55.50000000000001,66.0,1.7819417039915502,5.781106384121438,0.8916148801564003,4.566495500762588,2.240943706274198,0.2549013698803805,6.058261653528946,0.9516567329538136,78.59982635739152,1.7044399181024796,63.148302597070035,3.0594078337207287,all,48
SW2023-tw48-30dBG_In-A,55.50000000000001,66.0,1.195281738930635,2.120792685234214,0.7077820037714002,1.398037253989612,0.5783516560207378,0.24994554093644186,2.287749024289544,1.1128681368098794,65.09000521595476,1.9513840407720462,63.821654853117074,3.4239937149017625,all,48
SW2023-tw48-30dBG_In-B,55.50000000000001,66.0,1.9724461846433468,2.035898510663928,1.1220142620180167,1.4667842375279818,0.5111033511964532,0.6025744767246607,2.287749024289544,1.3486254071860724,65.84765644528187,1.9501219658021902,66.43619268359518,3.2460909117388637,all,48
SW2023-tw48-30dBG_In-C,55.50000000000001,66.0,1.465629464278915,2.615543887682257,0.6559179613861938,1.8485873943588165,0.8179323525410471,-0.21309760495051397,2.11197010971571,1.0988194064461174,67.6988781046631,1.9131784789361923,61.9213082668965,3.4149061183744336,all,48
SW2023-tw48-30dBG_In-D,55.50000000000001,66.0,1.7529676373651024,3.0004287176755167,1.0256257954294532,2.478805292057268,1.907426645292571,0.42255766240529474,3.3269903295216254,1.8301769615064458,72.00000340306613,1.842568452525928,65.90043840962957,3.137658529833339,all,48
SW2023-tw48-30dBG_In-E,55.50000000000001,66.0,2.018544697964514,3.399916697925945,1.0842388771741276,2.5641434627019315,1.2033734801325278,0.07544836584422634,3.33489852995663,1.7378608165410425,71.43225504301418,1.8385918201744489,65.82497455215508,3.065566288797173,all,48
