Naming,RST_Median,RST_99.7,Q_all,Q_tr_all,z_va_all,z_tr_all,z_tr_err32_all,z_va_err32_all,z_tr_err68_all,z_va_err68_all,avg_train_all,err_train_all,avg_val_all,err_val_all,mode,tw
tw48-30dBG_A,55.50000000000001,65.00150000000002,1.539305735268711,1.532491251440981,-0.2690144986236325,-0.0637494696172593,-1.002873141524511,-0.8310341025959758,0.8404760392766212,0.9860232322697365,54.57876263151905,2.0797527813295926,53.340365516836115,3.3046264717612046,all,48
tw48-30dBG_B,55.50000000000001,65.00150000000002,1.278059826041201,1.376417184382226,-0.08287205292157875,0.006824840688073349,-0.7551237792080432,-0.8944573803744394,0.9459915362133796,0.6343672815702773,55.12590192944483,2.0905985880758995,54.57590839943781,3.373657524425516,all,48
tw48-30dBG_C,55.50000000000001,65.00150000000002,1.5047031487658649,1.4881007809201026,-0.11723856714752508,-0.27494286453332645,-0.5864879975593379,-0.5669390717911885,0.5180448905531632,0.6959671632516616,53.013622692527626,2.090914409827104,55.11655789980598,3.3259843246245535,all,48
tw48-30dBG_D,55.50000000000001,65.00150000000002,1.365895557337572,1.7385437999684428,-0.18694363791186402,0.09950285045271463,-0.9064414361806633,-1.1768888721193305,0.8322165552613097,0.7636092532415324,55.57910841321158,2.0634989726017134,54.43087979272189,3.4372433198119956,all,48
tw48-30dBG_E,55.50000000000001,65.00150000000002,0.922498160307945,1.7291720092274836,0.2602970948108857,0.8306949304634934,0.06852930833745097,-0.27888428282893535,1.4224190591898846,0.7541274516035628,61.12958736505627,2.053357800486992,58.60828319757063,3.1147020415725692,all,48
tw48-30dBG_In-A,55.50000000000001,65.00150000000002,1.5648875434327516,1.2320006632028724,-0.5431635105511682,-0.3059105590016204,-0.6487408748117047,-1.0107420202981838,-0.006385668324700135,0.20034608371808776,52.772995259797575,2.052210118914815,50.13695181629964,3.481047224081714,all,48
tw48-30dBG_In-B,55.50000000000001,65.00150000000002,1.2634085183212116,1.564027611717576,0.03100001917358758,0.002251196349926876,-0.23279731807500442,-0.46445183303730475,0.8641912695540036,0.5537105739759285,55.27220898531944,2.0187892013554474,55.180346909465904,3.8883795800963883,all,48
tw48-30dBG_In-C,55.50000000000001,65.00150000000002,1.1871817644584388,1.7914271522721426,0.14921547846210473,0.5839806267720811,-0.12339754356466263,-0.4386630877832321,1.0769727761696548,0.6488957623073368,59.184521205257525,1.9945980894679045,57.97965514787744,3.3673199800190816,all,48
tw48-30dBG_In-D,55.50000000000001,65.00150000000002,1.31991675808507,1.903716816732588,-0.06815439390136545,0.567565599797849,-0.34011799138390514,-0.867150101830619,1.5550333369926346,0.976308679751952,58.916705440150736,1.985307483319156,55.228051653251875,3.066751701619409,all,48
tw48-30dBG_In-E,55.50000000000001,65.00150000000002,1.4547258105456042,1.9666737571306536,-0.34935335649183324,0.7540915844916617,-0.6933469406825834,-0.9559092530151608,1.460198527125922,0.5859889944496423,60.135832247778126,1.981548713111515,52.51033967048007,3.200064663961296,all,48
