Naming,RST_Median,RST_99.7,Q_all,Q_tr_all,z_va_all,z_tr_all,z_tr_err32_all,z_va_err32_all,z_tr_err68_all,z_va_err68_all,avg_train_all,err_train_all,avg_val_all,err_val_all,mode,tw
tw24-30dBG_A,36.0,45.0,1.5118387859638058,2.2136748190680122,0.9740472383824257,1.3909522897310385,1.437666242703086,0.5362583809068203,2.062376035597777,1.5722259088127748,47.377497940266345,2.06846712323287,49.706877663399396,3.6894162644294517,all,24
tw24-30dBG_B,36.0,45.0,1.6103645762069123,1.4727256180106296,1.0716460319672256,1.1705299127673299,0.8232614785175161,0.4929157602632563,1.6602556660079433,1.77456596720261,45.58451758464242,2.1227567349540792,49.863439662046474,3.4689554923527215,all,24
tw24-30dBG_C,36.0,45.0,1.5527175810442437,1.8671757578291934,0.9009737195842552,1.2329350928797227,1.1129237397814447,0.752480779825815,1.799989822955674,1.4251303818093415,46.312178056085976,2.093787298484347,48.15879077610712,3.438282551711426,all,24
tw24-30dBG_D,36.0,45.0,1.6371241805642311,1.9201959285859147,0.7491440761317085,1.6684842251820782,1.23459370635136,0.07252611414472868,2.3720826449836925,1.57176307236396,49.5980515018266,2.1297520201373987,46.70625831495396,3.2727789285187323,all,24
tw24-30dBG_E,36.0,45.0,1.7271163245979928,2.921339549892657,0.7189699031338931,2.4379211644357337,2.106293147477618,0.3555587086149967,3.2798391320645397,1.435972414131412,55.341880375261994,2.0745913281972577,45.007724111077245,3.1703002576162835,all,24
tw24-30dBG_In-A,36.0,45.0,1.4535155583463766,1.3203638085318454,0.5879531679084453,0.805682343478215,0.6642246366005842,0.08945110304390474,1.225575600405914,1.4070172239431178,42.64247572260437,2.0385749892551392,44.79743346930847,3.3029959059883756,all,24
tw24-30dBG_In-B,36.0,45.0,1.3685632974343018,1.8871772934872755,0.7709514946163867,1.321339608675256,0.6896183053021064,-0.1546690562848217,1.7809041393946996,1.5524327401652638,46.62878944515551,2.0405385572373236,46.72570975250304,3.4098724191173475,all,24
tw24-30dBG_In-C,36.0,45.0,1.4502932133375026,2.0433087898211872,0.5504322595193076,1.6189201243418134,0.8135364288326726,0.06520724816595548,2.240538596638618,1.1974077828090752,48.971125033076525,2.0564677486591116,43.70345916518704,3.290296529701829,all,24
tw24-30dBG_In-D,36.0,45.0,1.383221505956284,2.9247827701152254,0.8807182055209032,2.166785794164591,0.9393826526930437,0.5905347658554286,2.4246420266149946,1.2253564364832887,52.432382300920395,2.0159846534709396,47.01850077308135,3.2393006240062094,all,24
tw24-30dBG_In-E,36.0,45.0,1.5926955916753738,2.3986158021972064,0.6330165157320715,2.152747622090419,1.7816157556624534,-0.25265678369737793,2.5704524248562155,1.1664594246937363,53.44426056392297,2.0640708574428457,44.19635968799443,3.047401068682039,all,24
