split,anomalies,anomalies_sc,agg_value,agg_error,agg_value_sc,agg_error_sc,agg_total_eq,agg_total_eq_sc,seismic_indices_sc,seismic_indices
Val,39,25,48.717948717948715,8.00377530231858,48.0,9.991996797437437,49,29,"[12, 16, 91, 126, 144, 184, 187, 241, 305, 326, 352, 377]","[12, 16, 91, 105, 126, 144, 184, 187, 208, 241, 305, 317, 320, 321, 324, 326, 352, 357, 377]"
Train,32,6,65.625,8.396166117267452,100.0,15.214515486254612,52,15,"[142, 184, 416, 1009, 1122, 1477]","[4, 14, 15, 37, 39, 71, 72, 73, 95, 132, 142, 184, 290, 392, 416, 684, 849, 1009, 1122, 1441, 1477]"
Val,41,30,56.09756097560976,7.750404789033359,60.0,8.94427190999916,71,65,"[62, 67, 115, 119, 123, 137, 141, 144, 174, 188, 231, 281, 315, 383, 388, 411, 421, 427]","[46, 62, 65, 67, 115, 119, 123, 135, 137, 141, 144, 174, 188, 231, 281, 315, 319, 324, 383, 388, 411, 421, 427]"
Train,31,14,54.83870967741935,8.938114993337113,78.57142857142857,10.966421051124836,46,23,"[207, 263, 285, 373, 442, 695, 702, 1057, 1146, 1150, 1439]","[207, 263, 264, 285, 373, 429, 430, 442, 695, 702, 747, 1057, 1146, 1150, 1342, 1439, 1454]"
Val,13,9,38.46153846153847,13.493200297031219,33.33333333333333,15.713484026367725,18,16,"[29, 38, 322]","[29, 38, 244, 322, 412]"
Train,32,16,62.5,8.558164961018221,75.0,10.825317547305483,44,27,"[64, 235, 324, 768, 772, 1201, 1205, 1232, 1261, 1312, 1369, 1520]","[51, 52, 64, 235, 324, 369, 643, 768, 772, 1184, 1185, 1201, 1205, 1232, 1261, 1273, 1312, 1369, 1520, 1557]"
Val,19,9,42.10526315789473,11.32689656524148,44.44444444444444,16.56346649999844,16,9,"[28, 57, 239, 246]","[28, 57, 239, 246, 282, 324, 325, 328]"
Train,33,24,72.72727272727273,7.752753322022198,75.0,8.838834764831844,77,56,"[267, 356, 360, 649, 793, 820, 849, 858, 863, 870, 900, 957, 1147, 1197, 1198, 1257, 1404, 1618]","[231, 267, 356, 360, 552, 649, 664, 791, 793, 820, 849, 858, 861, 863, 870, 900, 957, 1147, 1197, 1198, 1257, 1302, 1404, 1618]"
Val,13,9,61.53846153846154,13.493200297031219,55.55555555555556,16.56346649999844,20,16,"[34, 300, 329, 399, 428]","[34, 85, 278, 300, 329, 399, 401, 428]"
Train,34,22,73.52941176470588,7.566114050404801,77.27272727272727,8.934606739851096,62,48,"[12, 16, 46, 91, 449, 476, 514, 519, 556, 570, 613, 803, 853, 880, 1060, 1278, 1285]","[12, 16, 46, 91, 428, 447, 449, 476, 514, 519, 556, 562, 570, 613, 801, 803, 853, 880, 1060, 1278, 1285, 1568, 1610, 1611, 1649]"
Val,28,23,67.85714285714286,8.825940761227649,69.56521739130434,9.594387554215139,85,32,"[43, 88, 200, 238, 264, 273, 325, 353, 379, 386, 396, 399, 426, 427, 464, 484]","[0, 43, 88, 200, 238, 264, 273, 295, 325, 353, 379, 386, 396, 399, 426, 427, 444, 464, 484]"
Train,35,21,80.0,6.761234037828132,80.95238095238095,8.56890867468988,70,49,"[67, 132, 137, 174, 188, 231, 383, 421, 471, 485, 678, 799, 892, 903, 1507, 1563, 1711]","[46, 65, 67, 132, 137, 174, 180, 188, 231, 319, 383, 421, 471, 485, 576, 678, 799, 892, 903, 1186, 1228, 1229, 1239, 1507, 1563, 1603, 1708, 1711]"
